aX,aY,aZ,gX,gY,gZ
0.176,-0.081,1.036,0.244,4.578,-0.793
0.172,-0.077,1.026,-1.160,4.944,-0.793
0.171,-0.082,1.016,-1.709,5.371,-1.343
0.173,-0.097,1.012,-1.160,5.615,-1.709
0.183,-0.104,1.005,0.427,5.920,-2.014
0.194,-0.120,1.009,2.441,6.653,-2.380
0.209,-0.130,1.023,4.272,7.080,-2.380
0.219,-0.142,1.040,4.639,6.775,-2.380
0.241,-0.152,1.058,2.625,5.310,-1.892
0.232,-0.148,1.053,-1.038,1.770,-0.549
0.216,-0.135,1.038,-3.784,-0.977,0.610
0.201,-0.124,1.029,-4.822,-1.099,1.038
0.188,-0.115,1.022,-4.395,-0.610,1.465
0.174,-0.107,1.012,-3.723,-0.488,1.099
0.175,-0.105,1.008,-1.953,-0.061,0.427
0.180,-0.112,1.019,-0.305,0.122,0.061
0.188,-0.112,1.030,0.183,0.244,0.610

0.410,2.008,1.355,42.053,-100.830,-43.884
0.548,2.637,1.599,59.814,-157.288,-57.068
0.606,3.172,2.014,89.050,-181.213,-57.373
0.506,3.479,2.410,112.244,-176.880,-47.302
0.393,3.496,2.756,112.793,-149.292,-29.602
0.429,3.453,2.941,84.778,-106.323,-2.502
0.381,3.295,2.960,34.973,-67.505,38.086
0.220,3.047,2.674,-29.724,-35.767,81.848
-0.076,2.842,2.156,-96.741,-0.977,118.286
-0.748,2.488,1.334,-163.086,38.391,151.489
-1.974,2.062,-0.222,-229.248,87.463,168.213
-3.188,0.747,-2.147,-241.272,157.898,147.583
-3.574,-1.293,-3.124,-147.766,220.154,55.176
-2.800,-2.962,-3.051,15.564,219.971,-119.263
-1.075,-4.000,-2.195,156.433,142.456,-297.180
0.585,-4.000,-1.246,227.600,-16.357,-387.573
1.532,-4.000,-0.520,256.348,-170.715,-383.484
1.443,-4.000,0.300,268.860,-208.496,-302.979
1.538,-4.000,1.156,270.935,-134.827,-217.346
1.623,-4.000,1.933,235.596,-83.313,-164.001
1.178,-4.000,2.445,160.583,-104.126,-121.460
0.838,-4.000,2.606,75.867,-128.174,-70.190
0.451,-3.388,2.541,7.751,-106.689,-19.775
0.048,-2.765,2.122,-49.255,-24.414,26.550
-0.312,-2.292,1.537,-98.816,88.928,73.486
-0.770,-1.873,0.981,-131.714,169.495,112.305
-1.127,-1.446,0.516,-148.621,188.904,129.028
-1.173,-1.034,0.078,-153.137,149.414,128.967
-0.990,-0.622,-0.184,-140.259,93.384,114.502
-0.729,-0.237,-0.270,-117.859,51.575,97.778
-0.501,0.127,-0.266,-95.154,27.466,85.938
-0.324,0.392,-0.174,-72.388,13.794,74.890
-0.239,0.635,0.086,-45.715,4.028,66.223
-0.235,0.724,0.414,-26.184,-13.184,59.082
-0.261,0.709,0.703,-17.456,-36.865,48.157
-0.271,0.627,0.970,-12.451,-50.903,33.752
-0.207,0.437,1.181,-8.728,-50.964,18.555
-0.062,0.260,1.300,-7.629,-45.044,6.714
0.060,0.077,1.336,-8.057,-35.828,4.395
0.167,-0.066,1.318,-7.080,-20.874,5.249
0.293,-0.182,1.324,-6.653,-2.563,4.761
0.404,-0.259,1.271,-11.169,12.146,5.188
0.515,-0.299,1.118,-22.156,33.264,13.062
0.578,-0.271,1.068,-26.123,41.016,21.240
0.550,-0.225,0.996,-32.715,45.227,27.161
0.508,-0.176,0.906,-37.537,29.724,29.297
0.363,-0.089,0.763,-38.330,17.456,28.320
0.277,-0.048,0.760,-33.325,7.935,25.757
0.209,-0.028,0.783,-27.954,2.686,20.630
0.157,-0.030,0.806,-23.499,0.122,16.602
0.119,-0.030,0.852,-18.738,4.700,15.808
0.108,-0.039,0.904,-12.634,17.090,15.930
0.099,-0.038,0.957,-8.118,28.809,13.611
0.106,-0.058,0.983,-6.592,35.339,12.512
0.124,-0.068,0.998,-4.700,39.185,12.207
0.147,-0.047,1.032,-1.099,39.795,10.620
0.191,-0.047,1.082,0.549,34.973,8.911
0.213,-0.044,1.103,-1.343,23.804,7.263
0.211,-0.027,1.102,-3.235,13.123,5.737
0.214,-0.024,1.111,-3.113,9.094,4.761
0.213,-0.016,1.119,-1.831,11.230,4.333
0.205,-0.038,1.113,-1.587,15.686,4.517
0.201,-0.048,1.101,-2.380,20.203,5.493
0.200,-0.050,1.087,-3.052,23.376,6.958
0.187,-0.043,1.070,-2.869,25.513,8.118
0.185,-0.039,1.068,-1.343,27.588,8.728
0.188,-0.035,1.079,0.244,25.513,7.812
0.210,-0.047,1.114,0.793,19.897,5.920
0.231,-0.049,1.128,-1.587,9.766,3.906
0.232,-0.060,1.127,-5.981,-1.587,2.014
0.228,-0.073,1.127,-8.789,-9.460,1.221
0.207,-0.078,1.123,-11.230,-12.329,1.831
0.180,-0.074,1.112,-13.794,-10.620,3.418
0.164,-0.072,1.088,-15.381,-5.310,4.944
0.161,-0.059,1.045,-16.296,1.465,7.019
0.161,-0.045,1.001,-15.991,5.981,8.057
0.167,-0.027,0.970,-13.977,5.859,7.507
0.178,-0.006,0.950,-12.024,2.808,6.287
0.188,0.005,0.931,-10.803,-0.732,5.432
0.190,-0.003,0.928,-9.521,-2.747,4.700
0.204,-0.010,0.938,-8.850,-3.479,4.211
0.195,-0.003,0.932,-9.216,-4.517,2.930
0.206,-0.023,0.918,-10.986,-4.578,1.404
0.223,-0.031,0.911,-11.780,-4.089,0.183
0.227,-0.040,0.899,-11.597,-4.089,0.000
0.229,-0.041,0.896,-9.888,-3.113,0.793
0.228,-0.050,0.908,-7.019,-2.014,0.366
0.252,-0.066,0.941,-4.333,-2.502,-1.526
0.261,-0.071,0.958,-3.601,-5.310,-2.258
0.258,-0.074,0.972,-3.906,-7.812,-2.197
0.250,-0.073,0.979,-4.150,-7.629,-2.136
0.228,-0.068,0.984,-4.272,-5.371,-1.831
0.209,-0.064,0.995,-3.662,-1.099,-1.709
0.204,-0.060,1.001,-3.540,3.235,-1.404
0.197,-0.072,1.005,-4.883,6.775,-0.671
0.218,-0.071,1.000,-6.653,7.874,-0.183
0.221,-0.063,0.980,-7.935,6.531,0.061
0.240,-0.056,0.966,-6.714,5.676,0.366
0.264,-0.062,0.980,-4.395,5.066,0.793
0.261,-0.060,0.998,-3.174,3.540,1.282
0.242,-0.055,1.001,-3.235,3.540,2.014
0.226,-0.055,1.009,-2.991,5.371,1.892
0.211,-0.061,1.027,-1.587,7.263,1.404
0.202,-0.057,1.046,-0.732,9.094,0.671
0.196,-0.062,1.051,-1.282,10.193,0.366
0.197,-0.065,1.046,-2.014,9.583,-0.488
0.205,-0.069,1.037,-2.258,7.568,-1.770
0.222,-0.070,1.034,-1.831,5.188,-2.563
0.233,-0.077,1.029,-1.404,4.517,-2.625
0.243,-0.080,1.025,-0.671,5.127,-2.502
0.250,-0.093,1.025,-0.183,6.165,-2.502
0.252,-0.100,1.025,-0.305,6.897,-2.197
0.249,-0.098,1.028,-1.465,7.507,-1.343
0.237,-0.098,1.019,-3.174,7.202,-0.549
0.227,-0.091,1.008,-4.272,6.348,-0.671
0.223,-0.085,1.009,-4.395,5.676,-1.404
0.227,-0.080,1.010,-3.967,4.578,-1.953
0.229,-0.074,1.024,-3.723,2.808,-2.380
0.236,-0.070,1.027,-4.272,1.038,-2.686
