aX,aY,aZ,gX,gY,gZ
0.011,0.130,0.968,-15.625,11.230,35.095
0.002,0.125,0.980,-13.489,11.475,34.851
-0.043,0.128,0.989,-10.010,8.484,29.663
-0.055,0.121,1.004,-6.165,4.395,22.522
-0.063,0.097,1.033,-0.183,3.174,15.808
-0.042,0.041,1.112,7.080,7.080,11.230
-0.008,-0.006,1.216,11.536,12.695,8.118
0.004,-0.054,1.285,8.179,13.916,6.775
0.019,-0.074,1.295,-0.244,12.451,5.493
0.021,-0.091,1.256,-9.521,11.597,3.723
0.032,-0.100,1.200,-15.686,12.695,1.221
0.064,-0.117,1.144,-17.944,14.465,-1.709
0.109,-0.127,1.092,-16.663,15.564,-3.357
0.143,-0.137,1.057,-13.184,17.151,-3.601
0.160,-0.167,1.046,-9.399,19.226,-3.113
0.200,-0.194,1.054,-6.653,20.630,-2.930
0.224,-0.191,1.062,-5.493,20.630,-2.258
0.220,-0.179,1.070,-6.409,20.508,0.122
0.196,-0.152,1.071,-7.812,20.813,3.967
0.166,-0.124,1.064,-9.399,20.752,6.897
0.146,-0.098,1.050,-11.169,19.531,8.240
0.140,-0.071,1.026,-12.634,15.564,8.179
0.135,-0.065,1.001,-14.282,10.498,8.179
0.143,-0.068,0.998,-14.709,5.737,7.935
0.149,-0.067,0.996,-14.465,1.953,8.850
0.150,-0.061,0.997,-13.306,0.488,10.925
0.126,-0.051,0.987,-11.230,1.526,13.367
0.110,-0.029,1.009,-8.972,6.287,14.648
0.102,-0.040,1.028,-7.996,12.634,15.564
0.104,-0.040,1.033,-8.728,17.212,15.198
0.103,-0.020,1.004,-10.315,19.348,13.611
0.090,-0.005,0.985,-11.108,19.470,12.268
0.096,0.005,0.973,-10.071,15.320,9.949
0.103,0.010,0.970,-7.935,7.446,5.676
0.120,0.010,0.982,-4.822,1.343,1.953
0.144,-0.000,1.003,-2.014,-0.488,0.732
0.150,-0.009,1.014,-0.366,0.488,2.686
0.148,-0.027,1.016,0.671,3.784,5.188
0.163,-0.032,1.014,2.441,9.399,7.324
0.172,-0.037,1.002,4.883,15.991,9.094
0.186,-0.036,1.001,7.751,22.583,11.047
0.184,-0.027,1.020,9.827,26.001,12.512
0.170,-0.033,1.035,7.141,21.423,10.803
0.158,-0.034,1.021,0.305,5.920,4.822
0.161,-0.019,1.004,-6.897,-14.465,-4.456
0.169,-0.013,0.966,-13.245,-34.241,-13.245
0.162,-0.001,0.923,-14.526,-44.739,-18.799
0.156,-0.012,0.903,-8.423,-39.673,-20.081
0.175,-0.011,0.920,2.136,-23.010,-18.005
0.193,-0.035,0.954,10.376,-6.287,-13.184
0.201,-0.048,0.979,13.733,4.272,-7.324
0.200,-0.050,0.999,11.841,8.728,-1.892
0.184,-0.049,0.995,7.690,9.460,2.991
0.156,-0.046,0.981,3.845,9.949,6.226
0.143,-0.052,0.969,2.014,11.902,7.080
0.139,-0.070,0.973,1.831,13.611,6.348
0.136,-0.085,0.979,3.113,13.855,4.578
0.132,-0.097,0.999,3.601,13.123,1.953
0.136,-0.111,1.013,2.991,12.207,-1.465
0.154,-0.120,1.012,2.136,11.719,-4.028
0.174,-0.129,1.018,3.052,11.841,-4.395
0.194,-0.143,1.048,4.761,12.451,-2.258
0.200,-0.150,1.066,4.761,11.719,0.488
0.200,-0.150,1.075,2.625,10.193,2.625
0.205,-0.151,1.070,0.183,8.850,3.174
0.209,-0.149,1.063,-2.075,8.240,4.395
0.211,-0.145,1.063,-3.784,7.507,6.592
0.200,-0.130,1.071,-5.310,6.104,8.606
0.175,-0.108,1.079,-7.446,5.127,9.644
0.158,-0.096,1.086,-10.498,6.348,8.423

0.323,1.515,1.473,27.954,5.493,1.709
0.313,2.022,1.511,17.578,-45.471,-5.249
0.281,2.682,1.544,11.169,-84.534,-2.563
0.169,3.275,1.635,8.972,-91.187,12.390
0.047,3.538,1.724,8.972,-71.228,31.677
-0.002,3.352,1.799,13.062,-44.800,39.429
0.006,3.041,1.864,16.541,-32.715,28.259
0.025,2.683,1.837,11.536,-38.269,10.193
-0.003,2.388,1.711,-6.348,-47.913,-1.587
-0.218,1.991,1.473,-31.921,-46.570,-1.160
-0.555,1.555,1.231,-58.411,-20.630,25.391
-1.683,0.416,0.197,-124.146,101.379,36.621
-2.178,-0.223,-0.501,-156.494,175.415,24.841
-2.537,-1.120,-1.156,-173.706,235.901,-17.151
-2.663,-2.259,-1.579,-158.813,268.433,-90.637
-2.332,-3.836,-1.838,-110.596,253.235,-184.937
-1.338,-4.000,-1.710,5.676,168.091,-307.434
0.029,-4.000,-0.734,235.352,20.508,-447.021
1.465,-4.000,1.053,477.722,-148.926,-496.643
2.681,-4.000,3.026,544.312,-332.092,-406.799
2.803,-4.000,4.000,439.697,-476.624,-257.935
2.560,-3.850,4.000,265.198,-397.644,-121.399
2.056,-3.508,4.000,57.373,-92.590,-24.536
0.988,-3.185,2.573,-139.099,194.702,90.820
-0.421,-2.717,0.825,-255.371,341.797,202.209
-1.110,-2.058,-0.168,-238.220,341.675,241.333
-1.259,-1.352,-0.506,-150.818,205.261,214.783
-1.278,-0.670,-0.636,-87.952,21.118,170.898
-1.123,-0.266,-0.734,-62.378,-104.370,121.887
-0.753,-0.152,-0.525,-39.917,-122.192,82.642
-0.438,-0.060,-0.215,-25.085,-84.961,76.782
-0.398,0.054,-0.068,-30.029,-55.847,99.976
-0.487,0.169,0.026,-33.264,-43.274,112.976
-0.444,0.204,0.254,-23.376,-40.222,102.539
-0.356,0.206,0.512,-9.766,-46.204,81.848
-0.297,0.177,0.679,-1.160,-52.795,60.242
-0.264,0.142,0.872,8.606,-50.720,39.978
-0.177,0.089,1.115,20.996,-45.532,23.682
-0.091,0.000,1.327,24.231,-45.959,15.808
-0.054,-0.052,1.437,16.907,-42.908,15.381
-0.022,-0.085,1.446,6.287,-28.320,19.165
-0.007,-0.087,1.396,-2.991,-7.507,21.912
0.011,-0.091,1.292,-8.362,11.902,21.667
0.050,-0.100,1.202,-10.376,25.391,18.738
0.080,-0.078,1.104,-12.146,30.090,14.404
0.105,-0.043,1.004,-13.000,31.067,9.766
0.142,-0.041,0.965,-10.620,31.250,5.554
0.202,-0.047,0.977,-5.981,30.334,2.380
0.282,-0.008,1.013,-3.357,29.968,2.197
0.282,0.016,1.026,-3.601,31.860,6.287
0.295,-0.000,1.051,-5.493,35.767,11.353
0.247,0.020,1.030,-9.033,35.767,12.756
0.349,-0.011,1.004,-15.564,25.757,12.390
0.277,-0.004,0.934,-17.578,6.775,6.653
0.273,0.008,0.936,-13.489,-8.179,1.221
0.257,-0.010,0.982,-6.958,-13.794,-1.038
0.278,-0.005,1.065,0.427,-11.169,-1.587
0.241,-0.018,1.167,5.432,-5.005,2.869
0.188,-0.048,1.236,5.554,0.977,6.958
0.172,-0.059,1.273,2.991,5.859,6.165
0.167,-0.049,1.245,-1.465,7.080,3.113
0.170,-0.047,1.194,-3.967,5.798,0.793
0.191,-0.074,1.143,-4.211,5.432,-0.122
0.218,-0.104,1.086,-3.723,6.287,-0.427
0.243,-0.122,1.044,-1.770,7.751,0.488
0.254,-0.154,1.039,0.977,9.583,2.014
0.278,-0.192,1.046,2.380,10.132,2.686
0.302,-0.207,1.039,2.441,8.850,4.700
0.294,-0.207,1.025,1.831,8.057,8.057
0.263,-0.206,1.003,-0.488,10.437,12.390
0.238,-0.195,0.958,-2.563,14.465,15.320
0.201,-0.177,0.923,-1.770,17.822,16.357
0.202,-0.153,0.940,0.916,20.081,15.808
0.178,-0.126,0.962,1.221,17.273,14.954
0.163,-0.100,0.979,0.610,11.414,13.245
0.164,-0.072,1.007,0.793,5.859,11.353
0.170,-0.084,1.049,0.854,0.671,11.047
0.185,-0.107,1.088,-0.061,-3.479,10.620
0.168,-0.101,1.112,-2.502,-5.798,10.254
0.148,-0.125,1.125,-5.493,-5.249,10.437
0.141,-0.136,1.126,-7.874,-3.174,10.071
0.135,-0.140,1.108,-9.644,-1.526,8.179
0.142,-0.141,1.092,-10.132,-0.916,6.287
0.160,-0.153,1.089,-10.620,-0.610,5.188
0.173,-0.158,1.066,-11.902,-0.977,4.272
0.177,-0.158,1.017,-12.268,-0.793,3.296
0.204,-0.176,1.001,-10.315,1.953,3.723
0.237,-0.184,1.002,-9.155,4.944,4.944
0.234,-0.181,0.970,-10.986,7.935,8.057
0.200,-0.170,0.913,-12.268,13.855,11.597
0.185,-0.174,0.883,-10.254,20.142,12.695
0.181,-0.157,0.865,-6.592,21.423,10.803
0.154,-0.149,0.860,-3.296,15.198,7.568
0.172,-0.151,0.874,-0.061,5.615,2.319
0.203,-0.191,0.902,2.319,-4.089,-3.662
0.246,-0.196,0.949,3.540,-11.353,-7.385
0.252,-0.206,0.978,2.869,-12.634,-5.554
0.240,-0.193,0.992,1.221,-7.141,-0.977
0.210,-0.176,0.972,-1.526,2.136,6.042
0.197,-0.148,0.966,-2.991,12.390,13.733
0.164,-0.151,0.975,-5.005,21.118,20.081
0.135,-0.150,1.002,-8.057,22.339,23.071
0.123,-0.136,1.039,-12.207,17.395,20.508
0.117,-0.133,1.046,-19.104,10.437,16.174
0.119,-0.115,1.018,-24.841,6.042,13.489
0.107,-0.114,0.978,-25.024,6.531,11.719
0.099,-0.089,0.960,-18.555,10.803,9.949
0.113,-0.054,0.986,-9.949,14.893,7.935
0.124,-0.049,0.984,-5.432,13.428,5.249
0.136,-0.022,0.977,-3.235,9.277,2.808
0.151,-0.008,0.994,-2.563,7.080,0.366
0.185,-0.018,0.995,-4.150,5.859,-1.038
0.193,-0.016,0.971,-8.118,2.136,-1.282
0.201,-0.008,0.939,-11.230,-0.488,-2.014
0.217,-0.014,0.924,-10.925,0.488,-2.136
0.235,-0.021,0.909,-9.216,3.357,-0.854
0.247,-0.037,0.900,-6.897,4.822,2.380
0.256,-0.048,0.909,-3.052,5.188,4.883
0.282,-0.063,0.937,0.488,5.554,5.798

0.583,1.931,1.480,0.488,-29.968,18.555
0.825,2.643,1.563,3.601,-40.527,18.066
0.950,3.164,1.765,8.301,-42.175,26.367
0.933,3.420,1.954,8.301,-40.833,42.969
0.843,3.529,1.992,-0.977,-33.569,58.167
0.806,3.634,1.879,-22.217,-17.578,76.965
0.669,3.688,1.577,-49.011,-3.906,102.661
0.412,3.688,1.152,-66.772,5.554,126.282
0.008,3.614,0.723,-68.970,19.653,139.099
-0.506,3.363,0.427,-58.472,34.363,138.367
-1.101,2.921,0.185,-35.645,30.640,113.403
-1.536,2.208,0.047,-5.188,6.714,55.237
-1.674,1.202,0.004,26.184,-20.508,-22.583
-1.613,-0.024,-0.175,46.692,-33.447,-89.111
-1.647,-1.544,-0.671,48.767,-10.193,-119.934
-1.856,-3.578,-1.391,49.988,51.270,-124.634
-1.466,-4.000,-1.664,90.881,109.619,-144.775
-0.468,-4.000,-0.788,203.308,100.464,-208.923
0.466,-4.000,0.359,325.500,-8.789,-269.897
1.087,-4.000,1.113,312.988,-150.940,-285.889
1.653,-4.000,1.691,233.887,-222.290,-273.621
1.986,-4.000,1.773,161.255,-187.195,-208.496
1.797,-4.000,1.651,85.449,-62.744,-96.252
0.949,-3.446,1.308,11.108,61.462,20.081
0.086,-2.821,0.846,-51.392,126.648,109.375
-0.589,-2.238,0.486,-88.684,126.892,143.738
-0.922,-1.734,0.122,-107.422,75.378,144.897
-1.114,-1.188,-0.124,-113.892,13.184,135.071
-1.076,-0.834,-0.138,-97.839,-25.269,122.681
-0.904,-0.582,0.034,-73.608,-42.297,108.765
-0.688,-0.342,0.245,-59.509,-47.058,99.182
-0.526,-0.052,0.388,-53.284,-41.077,97.107
-0.388,0.243,0.510,-45.410,-25.085,92.102
-0.339,0.524,0.668,-32.227,-12.878,81.482
-0.369,0.691,0.850,-17.639,-14.832,67.688
-0.383,0.701,0.984,-7.568,-23.804,49.194
-0.378,0.604,1.112,3.479,-30.945,28.809
-0.307,0.412,1.286,16.296,-31.311,11.353
-0.181,0.198,1.433,25.146,-26.428,-0.183
0.017,0.033,1.501,23.437,-14.587,-3.540
0.147,-0.061,1.435,14.893,1.038,-2.075
0.244,-0.148,1.318,6.653,17.517,1.160
0.339,-0.183,1.213,1.038,23.682,4.456
0.369,-0.144,1.118,-5.127,14.465,4.944
0.363,-0.117,1.119,-9.277,2.380,3.418
0.363,-0.129,1.134,-12.451,-5.981,0.244
0.320,-0.138,1.166,-16.907,-10.986,-0.916
0.255,-0.149,1.187,-19.287,-9.644,0.793
0.201,-0.161,1.206,-19.958,-0.122,2.258
0.164,-0.170,1.209,-20.264,12.878,5.249
0.133,-0.148,1.183,-20.386,24.414,7.996
0.134,-0.132,1.142,-20.203,31.189,9.949
0.149,-0.128,1.068,-20.752,31.555,10.437
0.198,-0.144,1.012,-19.470,24.719,9.705
0.228,-0.143,1.015,-16.479,14.282,7.507
0.243,-0.145,1.032,-15.747,4.761,5.432
0.255,-0.145,1.073,-17.090,0.427,5.920
0.223,-0.136,1.091,-19.348,2.136,9.949
0.196,-0.136,1.101,-21.423,8.362,14.465
0.160,-0.116,1.098,-22.583,15.686,18.188
0.115,-0.086,1.067,-22.278,24.292,19.104
0.107,-0.067,1.055,-19.714,31.738,16.968
0.119,-0.057,1.042,-18.921,30.273,12.451
0.133,-0.060,1.004,-21.179,21.423,7.263
0.158,-0.062,0.955,-22.644,13.733,3.418
0.180,-0.080,0.932,-19.775,12.817,1.770
0.208,-0.109,0.943,-14.343,16.052,1.587
0.239,-0.130,0.977,-10.315,17.151,2.136
0.242,-0.127,0.987,-10.742,15.381,3.418
0.241,-0.123,0.980,-13.245,14.099,5.249
0.230,-0.112,0.965,-15.259,13.000,7.324
0.215,-0.085,0.957,-15.747,11.475,8.728
0.192,-0.058,0.953,-15.259,10.620,10.071
0.163,-0.051,0.946,-14.282,10.925,11.292
0.147,-0.046,0.944,-12.024,11.963,10.193
0.145,-0.053,0.946,-8.728,12.878,7.324
0.155,-0.074,0.967,-5.676,11.719,4.700
0.172,-0.085,0.991,-4.211,8.179,1.648
0.188,-0.094,1.002,-5.127,3.174,-0.732
0.199,-0.101,0.999,-7.446,-1.526,-1.709
0.211,-0.120,0.975,-8.972,-4.456,-1.709
0.218,-0.121,0.957,-8.240,-3.906,-1.221
0.232,-0.141,0.942,-6.653,-2.258,-0.305
0.235,-0.132,0.940,-4.578,-1.770,0.000
0.224,-0.101,0.945,-2.319,-2.014,0.977
0.200,-0.091,0.944,-1.282,-2.808,0.732
0.196,-0.079,0.949,0.671,-6.287,-1.953
0.190,-0.071,0.961,3.662,-9.705,-4.211
0.196,-0.089,0.992,6.104,-10.498,-5.798
0.207,-0.102,1.021,6.287,-9.399,-5.432
0.192,-0.109,1.020,4.272,-7.935,-3.235
0.187,-0.109,1.016,2.625,-4.944,-1.953
0.181,-0.101,1.017,2.319,-1.831,-0.366
0.164,-0.108,1.019,1.770,-0.061,2.808
0.142,-0.100,1.031,0.854,1.648,4.028
0.133,-0.091,1.042,-0.610,2.991,3.784
0.128,-0.101,1.043,-2.686,2.869,2.808
0.119,-0.098,1.037,-4.578,1.587,1.526
0.117,-0.097,1.034,-6.592,-0.366,-0.488
0.123,-0.114,1.016,-8.179,-3.418,-1.953
0.128,-0.127,1.005,-7.690,-6.226,-3.845
0.143,-0.136,1.013,-5.127,-7.568,-5.249
0.145,-0.145,1.024,-3.052,-6.653,-5.005
0.145,-0.160,1.029,-1.587,-3.601,-4.028
0.155,-0.165,1.038,0.488,0.061,-3.906
0.157,-0.161,1.046,1.587,2.869,-3.357
0.158,-0.161,1.057,1.892,4.395,-2.625
0.158,-0.167,1.068,1.099,5.188,-2.686
0.153,-0.170,1.053,-0.549,5.371,-2.930
0.158,-0.175,1.034,-0.183,5.676,-3.479
0.154,-0.174,1.026,1.160,6.042,-4.700
0.157,-0.173,1.021,2.014,6.592,-5.066
0.158,-0.178,1.015,1.648,6.897,-5.188
0.161,-0.187,1.010,0.732,7.446,-4.395
0.154,-0.188,0.999,-0.488,8.240,-3.052
0.146,-0.180,0.985,-0.366,8.911,-2.075
0.138,-0.181,0.982,-0.244,9.827,-1.404
0.141,-0.173,0.995,-0.793,9.583,-1.404
0.133,-0.164,0.992,-2.441,8.057,-1.587

0.613,1.693,1.792,59.509,-14.404,17.212
0.989,2.320,1.904,68.909,-13.733,15.442
1.343,2.884,2.007,68.909,-20.142,18.066
1.525,3.218,1.976,51.880,-39.307,29.785
1.484,3.276,1.709,24.536,-62.378,47.424
1.475,3.157,1.385,7.141,-69.824,62.500
1.308,3.070,1.154,6.348,-67.261,66.528
1.024,3.068,1.002,4.761,-67.749,78.247
0.555,3.053,0.861,-0.977,-71.655,106.201
-0.242,2.865,0.688,-6.470,-66.528,138.672
-1.275,2.560,0.517,-12.634,-35.950,169.800
-2.358,2.108,0.334,-19.958,16.724,193.237
-3.362,1.061,0.006,-23.071,75.378,175.293
-3.950,-0.135,-0.510,-27.832,125.488,92.041
-3.814,-1.563,-1.147,-32.593,159.729,-28.992
-3.221,-3.503,-1.664,-7.874,162.537,-155.701
-2.071,-4.000,-1.814,67.993,127.808,-296.753
-0.058,-4.000,-1.083,195.068,48.645,-442.261
1.999,-4.000,-0.016,293.701,-77.759,-510.315
3.635,-4.000,1.241,295.715,-191.040,-434.937
4.000,-4.000,2.389,240.051,-219.360,-261.597
3.745,-4.000,2.906,160.095,-100.708,-92.285
2.630,-4.000,2.485,34.180,93.994,40.710
0.795,-3.999,1.403,-107.666,215.698,163.574
-0.788,-3.188,0.592,-183.472,230.652,236.206
-1.305,-2.358,0.277,-180.115,143.372,228.394
-1.512,-1.609,0.140,-153.076,18.250,184.814
-1.491,-0.957,0.064,-135.925,-57.007,153.076
-1.400,-0.496,0.075,-118.347,-63.416,133.667
-1.170,-0.140,0.223,-96.497,-32.959,118.652
-0.916,0.167,0.304,-78.918,-10.559,107.605
-0.673,0.484,0.330,-66.956,-7.141,99.976
-0.519,0.711,0.382,-53.223,-12.085,96.130
-0.501,0.850,0.505,-35.400,-20.142,90.088
-0.601,0.925,0.617,-20.874,-29.541,77.393
-0.695,0.885,0.731,-11.230,-35.828,56.274
-0.701,0.762,0.870,-1.404,-37.170,31.555
-0.658,0.617,1.023,8.179,-31.982,10.132
-0.474,0.451,1.173,16.541,-20.386,-5.127
-0.202,0.304,1.289,19.592,-7.629,-14.526
0.088,0.219,1.308,13.489,-0.061,-15.137
0.213,0.146,1.232,0.122,-2.258,-9.521
0.280,0.075,1.133,-10.071,-6.226,-2.502
0.327,0.024,1.072,-13.306,-3.906,0.610
0.352,-0.005,1.048,-14.954,0.427,-0.122
0.350,-0.023,1.028,-16.418,0.977,-0.671
0.330,-0.031,0.996,-18.555,1.648,-1.831
0.295,-0.036,0.960,-18.188,5.737,-2.869
0.271,-0.014,0.954,-14.587,14.587,-4.944
0.249,-0.003,0.937,-13.367,22.827,-5.798
0.231,0.011,0.900,-12.939,24.780,-6.836
0.236,0.020,0.865,-10.559,22.400,-8.362
0.271,0.000,0.884,-5.066,18.311,-8.728
0.295,-0.010,0.932,-0.061,15.259,-5.737
0.282,-0.030,0.971,1.343,14.832,-2.014
0.280,-0.075,1.016,1.282,18.066,1.465
0.256,-0.102,1.060,1.038,21.667,5.554
0.208,-0.107,1.097,1.404,25.635,8.118
0.188,-0.129,1.116,0.854,29.846,7.935
0.186,-0.157,1.125,-1.221,30.945,4.578
0.231,-0.194,1.139,-2.869,28.503,-0.671
0.282,-0.218,1.154,-5.127,22.400,-3.235
0.319,-0.234,1.149,-8.057,16.785,-3.479
0.340,-0.238,1.129,-10.315,15.137,-3.174
0.341,-0.224,1.113,-10.498,16.663,-3.052
0.333,-0.202,1.122,-9.460,19.226,-0.977
0.306,-0.172,1.129,-8.423,21.423,1.892
0.263,-0.114,1.113,-7.629,24.292,2.197
0.235,-0.108,1.115,-5.676,26.306,1.465
0.251,-0.096,1.130,-4.639,22.339,-0.793
0.224,-0.064,1.120,-7.324,10.437,-2.808
0.192,-0.036,1.079,-10.010,0.610,-4.944
0.203,-0.035,1.047,-9.705,-2.014,-7.751
0.228,-0.052,1.030,-8.179,-1.587,-7.996
0.244,-0.053,1.003,-7.019,-1.221,-5.249
0.259,-0.053,0.974,-6.104,0.244,-3.174
0.284,-0.045,0.945,-4.944,3.845,-2.014
0.301,-0.049,0.921,-2.747,7.019,-0.366
0.312,-0.039,0.905,0.610,8.789,1.160
0.303,-0.024,0.899,3.967,9.644,2.075
0.303,-0.034,0.900,5.798,12.146,2.319
0.328,-0.057,0.917,5.371,12.878,1.343
0.326,-0.070,0.911,1.160,6.531,1.404
0.313,-0.081,0.891,-3.967,-2.441,1.526
0.297,-0.075,0.880,-6.104,-7.263,0.488
0.274,-0.070,0.887,-4.944,-7.385,0.305
0.246,-0.068,0.906,-2.258,-5.066,0.671
0.222,-0.056,0.934,0.854,-3.296,1.404
0.186,-0.043,0.953,2.747,-2.319,2.136
0.177,-0.054,0.979,3.479,-1.038,2.686
0.169,-0.066,1.003,3.174,0.305,3.052
0.156,-0.073,1.025,1.770,0.610,3.479
0.142,-0.088,1.030,-0.549,0.610,2.991
0.147,-0.101,1.027,-2.625,0.122,0.793
0.156,-0.118,1.021,-3.845,-2.014,-1.526
0.173,-0.138,1.017,-3.723,-4.456,-3.479
0.192,-0.151,1.013,-2.014,-6.042,-6.165
0.220,-0.167,1.016,0.122,-6.042,-8.362
0.244,-0.177,1.020,1.953,-4.211,-8.606
0.254,-0.190,1.015,1.892,-1.343,-6.714
0.264,-0.203,1.008,1.526,1.160,-4.333
0.257,-0.206,1.005,0.671,2.319,-2.869
0.248,-0.209,1.001,-0.610,3.113,-2.380
0.242,-0.215,0.994,-2.197,3.540,-2.258
0.245,-0.221,0.987,-2.258,3.296,-2.197
0.248,-0.211,0.994,-1.526,2.686,-2.136
0.246,-0.204,1.000,-1.160,0.916,-2.014
0.251,-0.202,1.011,-1.831,-0.488,-1.953
0.251,-0.200,1.016,-2.686,-0.488,-0.977
0.246,-0.194,1.022,-2.991,1.099,1.282
0.237,-0.192,1.032,-3.235,4.089,2.869
0.229,-0.182,1.030,-4.395,7.324,4.456
0.227,-0.168,1.019,-5.371,9.094,5.188
0.219,-0.154,1.006,-5.493,8.972,5.066
0.207,-0.136,0.999,-5.554,6.897,4.822
0.189,-0.123,0.992,-5.127,4.089,4.150
0.190,-0.117,0.997,-4.700,2.258,2.747
0.188,-0.120,1.002,-4.395,1.465,1.526
0.183,-0.118,1.012,-4.150,1.038,0.488

0.422,1.749,1.432,18.127,-23.376,10.071
0.565,2.308,1.691,35.095,-41.321,12.329
0.711,2.922,1.916,48.035,-56.641,9.705
0.861,3.370,2.044,51.941,-59.814,5.371
0.935,3.517,2.032,41.138,-48.340,6.836
1.013,3.563,1.898,20.447,-28.564,13.489
1.072,3.612,1.703,5.493,-11.475,23.865
0.959,3.613,1.560,-1.099,-7.751,42.542
0.637,3.460,1.425,-5.493,-18.860,72.205
0.083,2.994,1.155,-12.329,-30.029,101.868
-0.684,2.362,0.822,-29.785,-23.254,112.183
-1.788,1.656,0.179,-59.387,3.723,113.464
-3.248,0.498,-0.917,-79.651,64.819,113.770
-4.000,-1.187,-1.823,-82.520,172.363,87.524
-4.000,-3.281,-2.664,-57.251,254.822,-9.888
-3.845,-4.000,-2.868,50.415,242.737,-207.947
-1.370,-4.000,-1.863,260.071,114.136,-462.158
1.587,-4.000,-0.165,443.787,-122.375,-601.929
3.462,-4.000,1.606,437.622,-342.896,-524.963
3.849,-4.000,2.964,288.818,-398.926,-314.636
3.732,-4.000,3.144,168.884,-196.350,-101.685
2.616,-4.000,2.892,54.260,115.417,32.837
0.580,-4.000,1.707,-100.830,286.682,166.992
-1.019,-3.163,0.917,-198.486,296.936,257.080
-1.600,-2.210,0.408,-211.365,165.222,244.812
-1.643,-1.389,0.014,-196.289,15.991,188.232
-1.506,-0.725,-0.146,-172.791,-42.908,135.681
-1.366,-0.308,-0.092,-138.123,-39.673,101.013
-1.009,0.061,0.038,-103.882,-36.987,83.923
-0.723,0.383,0.137,-79.163,-40.771,72.632
-0.410,0.560,0.269,-64.392,-40.833,68.970
-0.368,0.688,0.424,-51.697,-38.574,72.144
-0.418,0.799,0.592,-38.452,-37.476,68.481
-0.459,0.834,0.647,-29.358,-40.344,53.894
-0.471,0.813,0.696,-17.029,-44.800,35.828
-0.421,0.789,0.822,-0.793,-41.504,20.386
-0.301,0.722,0.964,11.414,-34.180,7.141
-0.126,0.658,1.102,20.081,-28.198,-4.028
0.032,0.543,1.250,24.292,-23.254,-12.878
0.231,0.431,1.368,20.996,-21.851,-17.883
0.344,0.309,1.402,9.521,-26.062,-17.090
0.455,0.155,1.343,-3.052,-28.870,-14.771
0.526,0.042,1.283,-9.949,-27.283,-16.052
0.577,-0.013,1.230,-12.268,-20.386,-14.893
0.577,-0.031,1.171,-12.024,-9.888,-9.460
0.520,-0.002,1.116,-11.536,-0.244,-4.395
0.430,0.031,1.066,-12.573,5.920,0.000
0.342,0.057,1.028,-15.137,8.240,2.991
0.279,0.054,1.001,-17.334,7.202,2.625
0.296,0.027,1.016,-17.883,5.066,1.953
0.325,0.008,1.017,-18.921,2.258,3.235
0.328,-0.010,0.996,-19.592,2.930,6.409
0.333,-0.033,0.996,-17.395,8.240,10.071
0.319,-0.033,1.011,-13.855,13.123,12.634
0.287,-0.047,1.015,-12.695,14.771,14.160
0.274,-0.082,1.034,-10.925,15.259,14.587
0.271,-0.101,1.057,-9.460,14.709,13.489
0.248,-0.088,1.052,-8.972,13.855,13.550
0.230,-0.075,1.059,-7.690,16.846,13.977
0.227,-0.078,1.068,-6.226,19.409,13.428
0.199,-0.074,1.056,-5.859,19.836,12.634
0.191,-0.077,1.041,-5.371,20.874,11.475
0.185,-0.081,1.046,-3.540,22.949,10.803
0.173,-0.089,1.044,-3.235,23.743,11.841
0.146,-0.103,1.050,-3.418,23.560,14.587
0.139,-0.113,1.069,-3.052,22.827,15.625
0.119,-0.097,1.066,-3.662,19.287,16.052
0.107,-0.094,1.059,-4.272,14.709,15.991
0.117,-0.101,1.067,-4.333,10.315,14.832
0.114,-0.085,1.067,-4.211,7.385,13.550
0.100,-0.072,1.053,-4.517,6.470,13.672
0.086,-0.066,1.052,-3.723,8.057,13.733
0.081,-0.075,1.063,-2.075,11.292,12.817
0.084,-0.082,1.065,-0.977,12.878,12.085
0.078,-0.097,1.061,-0.854,11.536,11.047
0.087,-0.106,1.061,-0.854,9.033,8.362
0.108,-0.126,1.054,-1.892,6.104,5.737
0.136,-0.134,1.043,-3.113,2.747,3.235
0.155,-0.125,1.016,-5.066,0.366,1.892
0.159,-0.113,0.979,-6.653,-0.305,1.282
0.176,-0.110,0.941,-5.859,1.709,1.404
0.191,-0.097,0.935,-2.869,5.188,3.296
0.173,-0.086,0.937,-0.488,7.751,6.165
0.172,-0.091,0.928,0.549,8.423,7.568
0.162,-0.092,0.930,1.953,7.507,7.202
0.168,-0.100,0.953,2.991,5.798,5.859
0.182,-0.114,0.965,1.404,0.488,2.991
0.183,-0.114,0.958,-1.404,-6.348,0.854
0.175,-0.104,0.958,-1.953,-9.705,0.366
0.166,-0.089,0.975,-1.160,-7.385,1.099
0.157,-0.086,0.991,-0.854,-3.784,1.770
0.159,-0.082,1.011,-1.160,-1.953,2.380
0.143,-0.076,1.011,-2.197,-1.282,2.808
0.144,-0.089,1.013,-2.563,-0.305,2.441
0.159,-0.100,1.015,-1.465,1.099,1.160
0.168,-0.102,1.011,0.122,2.808,0.366
0.176,-0.097,1.005,1.831,4.761,-0.488
0.178,-0.099,1.007,3.784,7.385,-0.916
0.180,-0.098,1.022,5.798,9.521,-1.343
0.186,-0.090,1.041,5.798,10.010,-1.465
0.181,-0.084,1.042,3.906,7.629,-1.770
0.182,-0.078,1.037,1.892,5.249,-1.587
