aX,aY,aZ,gX,gY,gZ
0.079,-0.287,0.943,-7.629,4.028,17.212
0.075,-0.287,0.948,-7.324,5.249,17.700
0.062,-0.308,0.949,-8.484,3.845,18.433
0.043,-0.326,0.980,-10.254,1.221,18.311
0.040,-0.348,0.990,-9.888,-1.648,17.334
0.050,-0.363,1.010,-7.568,-2.686,15.991
0.071,-0.375,1.036,-6.287,-2.869,16.418
0.085,-0.386,1.072,-6.042,-1.343,20.508
0.089,-0.402,1.099,-6.348,1.892,24.658
0.110,-0.426,1.129,-7.324,4.700,27.527
0.137,-0.422,1.142,-8.240,5.615,30.273
0.142,-0.405,1.144,-9.888,5.920,34.424
0.136,-0.376,1.130,-11.597,5.676,39.795
0.115,-0.336,1.111,-13.672,4.089,45.776
0.076,-0.307,1.078,-16.113,0.610,50.659
0.037,-0.274,1.050,-17.761,-3.906,53.589
0.005,-0.236,1.036,-17.944,-8.240,54.077
-0.020,-0.205,1.040,-17.517,-11.719,53.528
-0.029,-0.180,1.051,-16.357,-13.977,52.002
-0.019,-0.162,1.052,-15.564,-14.771,49.805
-0.004,-0.138,1.036,-16.235,-15.808,47.791
0.002,-0.120,1.007,-16.052,-14.832,46.204
0.006,-0.122,1.006,-14.221,-10.620,45.166
0.016,-0.116,1.016,-12.390,-5.615,44.739
0.014,-0.104,1.033,-11.963,-2.075,44.434
0.003,-0.093,1.039,-13.245,0.183,44.006
0.001,-0.083,1.033,-14.282,1.526,42.908
0.006,-0.079,1.020,-16.174,-0.183,41.504
0.018,-0.071,1.001,-18.433,-4.211,39.368
0.035,-0.055,0.976,-19.836,-8.423,37.231
0.045,-0.039,0.962,-19.592,-10.925,35.400
0.051,-0.033,0.953,-17.944,-11.169,34.424
0.049,-0.020,0.949,-15.808,-9.888,33.508
0.045,-0.008,0.942,-14.221,-8.057,32.104
0.039,-0.001,0.940,-12.329,-5.310,30.823
0.029,0.010,0.949,-9.094,-1.404,29.846
0.020,0.017,0.967,-6.531,2.808,29.114
0.016,0.017,0.985,-6.165,4.883,27.954
0.019,0.027,0.995,-6.348,5.127,26.306
0.021,0.035,1.005,-6.653,5.371,24.841
0.013,0.030,1.017,-7.751,5.432,23.376
0.008,0.023,1.010,-8.484,5.005,21.240
0.013,0.015,1.000,-8.545,5.005,18.555
0.023,0.009,0.995,-8.057,5.188,16.602
0.027,0.003,0.995,-7.202,5.920,16.113
0.032,-0.000,0.998,-6.104,7.446,15.808
0.034,-0.006,0.998,-5.310,9.521,14.526
0.037,-0.021,0.997,-4.578,11.475,13.123
0.048,-0.031,0.999,-4.333,12.207,12.329
0.048,-0.038,0.996,-4.456,10.986,12.085
0.048,-0.042,0.995,-4.700,9.949,11.597
0.052,-0.043,1.000,-4.333,8.545,10.925
0.050,-0.031,1.001,-3.601,6.348,10.193
0.047,-0.028,1.004,-2.930,4.211,9.521
0.047,-0.032,1.005,-3.540,2.441,8.606
0.048,-0.041,1.006,-3.906,0.244,7.935
0.049,-0.051,1.005,-3.723,-1.587,7.690
0.047,-0.064,1.008,-3.662,-2.930,7.263
0.051,-0.075,1.008,-3.723,-3.784,6.104
0.056,-0.085,1.010,-3.296,-4.395,4.822
0.061,-0.091,1.010,-3.296,-5.188,3.540
0.065,-0.098,1.014,-2.869,-6.165,3.113
0.065,-0.110,1.029,-2.441,-7.263,2.930
0.078,-0.109,1.045,-2.197,-8.179,2.869
0.086,-0.098,1.052,-2.258,-9.460,3.052

0.397,1.522,1.063,-20.935,-97.290,-23.437
0.424,1.894,1.109,-19.653,-110.535,-27.039
0.369,2.312,1.242,-10.803,-111.328,-26.489
0.246,2.763,1.444,2.808,-102.783,-22.949
0.152,3.268,1.639,12.756,-85.205,-18.982
0.133,3.657,1.772,10.803,-63.843,-15.930
0.124,3.883,1.867,-9.521,-46.326,-12.756
0.062,3.999,1.873,-43.762,-35.828,-6.042
-0.006,3.999,1.677,-78.064,-23.682,5.981
-0.207,3.953,1.400,-111.267,-0.305,19.775
-0.504,3.647,1.035,-131.714,32.959,35.645
-0.950,3.092,0.664,-139.709,65.125,43.457
-1.585,2.314,0.052,-130.859,83.679,22.034
-2.169,1.224,-0.519,-91.248,95.947,-37.598
-2.677,-0.299,-1.078,-25.452,105.103,-124.573
-2.885,-2.465,-1.674,51.208,118.652,-233.887
-2.373,-4.000,-1.959,123.840,121.887,-363.647
-1.285,-4.000,-1.046,194.885,54.810,-464.417
-0.330,-4.000,0.464,286.316,-118.774,-473.511
0.288,-4.000,1.565,280.212,-312.195,-386.963
0.431,-4.000,2.664,202.271,-390.076,-314.209
0.829,-4.000,3.523,177.734,-309.814,-256.348
1.431,-3.441,3.186,165.527,-144.226,-178.772
1.395,-2.742,2.516,111.328,31.799,-88.013
0.943,-2.160,1.549,49.866,168.091,11.353
-0.005,-1.523,0.750,4.456,236.755,105.591
-0.899,-0.706,0.282,-14.832,228.027,170.227
-1.433,-0.044,0.097,-26.367,155.701,188.477
-1.506,0.393,0.159,-32.471,68.176,168.152
-1.320,0.579,0.369,-24.170,9.033,133.545
-1.107,0.573,0.684,-11.902,-11.047,99.243
-1.020,0.565,0.960,-2.808,-16.479,71.472
-0.963,0.584,1.130,6.836,-16.479,46.448
-0.814,0.442,1.244,16.174,-11.169,18.433
-0.511,0.170,1.319,21.912,-9.216,-10.498
-0.142,-0.098,1.371,23.743,-14.954,-31.860
0.192,-0.304,1.393,21.790,-23.743,-41.382
0.436,-0.447,1.399,16.113,-28.564,-40.161
0.583,-0.496,1.383,9.216,-27.161,-28.442
0.613,-0.520,1.320,1.892,-19.653,-9.583
0.580,-0.552,1.239,-4.028,-9.460,6.348
0.545,-0.556,1.171,-7.568,-3.601,18.066
0.501,-0.541,1.130,-10.620,-4.822,27.954
0.417,-0.461,1.088,-14.404,-8.545,37.048
0.264,-0.356,1.040,-17.700,-7.202,44.189
0.081,-0.241,1.000,-18.738,-0.183,48.401
-0.066,-0.147,0.966,-18.982,5.920,48.218
-0.143,-0.094,0.924,-19.348,6.714,43.274
-0.155,-0.108,0.896,-18.921,4.944,35.278
-0.132,-0.131,0.889,-18.066,3.662,27.405
-0.096,-0.176,0.883,-16.663,3.174,20.630
-0.062,-0.237,0.891,-14.343,2.991,14.893
-0.022,-0.258,0.900,-10.010,2.563,10.986
0.023,-0.262,0.931,-5.798,2.563,10.193
0.016,-0.222,0.947,-5.310,3.235,13.428
-0.005,-0.197,0.937,-6.165,5.859,15.686
-0.018,-0.183,0.921,-4.456,10.010,14.709
-0.034,-0.169,0.924,-2.136,12.268,13.428
-0.044,-0.170,0.940,-1.343,10.254,11.963
-0.038,-0.178,0.954,-1.526,5.737,9.216
-0.016,-0.193,0.970,-1.770,1.892,6.775
0.006,-0.206,0.988,-0.305,0.366,5.310
0.033,-0.215,1.007,2.014,0.854,4.150
0.048,-0.226,1.045,4.456,2.869,4.517
0.062,-0.218,1.084,5.554,4.517,7.263
0.070,-0.209,1.108,5.859,4.944,9.766
0.081,-0.230,1.123,3.052,2.991,11.414
0.088,-0.241,1.123,-1.099,-0.549,12.573
0.097,-0.236,1.114,-4.150,-3.845,14.099
0.104,-0.233,1.109,-6.531,-5.127,15.564
0.112,-0.242,1.118,-7.874,-4.517,17.639
0.120,-0.241,1.116,-7.751,-3.174,18.982
0.125,-0.222,1.110,-7.629,-1.343,19.714
0.137,-0.205,1.116,-7.996,0.244,20.386
0.145,-0.176,1.117,-8.362,0.793,22.827
0.139,-0.149,1.104,-8.911,0.427,26.550
0.127,-0.110,1.090,-10.925,0.061,28.992
0.116,-0.095,1.077,-13.550,0.305,30.701
0.107,-0.096,1.057,-16.113,0.305,31.677
0.106,-0.107,1.038,-17.212,1.099,31.006
0.114,-0.108,1.021,-16.113,2.747,29.419
0.122,-0.100,1.006,-13.245,4.150,28.015
0.125,-0.094,1.008,-10.559,4.456,27.161
0.140,-0.082,1.011,-9.827,3.906,26.978
0.159,-0.067,1.008,-10.437,3.052,27.954
0.158,-0.050,1.016,-11.475,2.502,29.297
0.152,-0.048,1.014,-13.733,1.526,30.762
0.133,-0.040,1.007,-15.564,1.099,31.250
0.127,-0.041,0.998,-15.747,1.709,29.907
0.124,-0.042,0.984,-14.771,4.150,28.748
0.119,-0.058,0.977,-12.512,7.263,28.503
0.116,-0.066,0.973,-10.071,10.376,28.381
0.110,-0.079,0.965,-8.240,13.123,27.954
0.111,-0.084,0.956,-6.226,15.015,27.344
0.107,-0.085,0.947,-4.517,14.832,26.794
0.103,-0.082,0.947,-4.272,12.634,25.879
0.104,-0.082,0.946,-4.517,8.850,25.269
0.101,-0.093,0.960,-5.737,4.639,25.513
0.092,-0.098,0.982,-7.812,-0.732,26.794
0.077,-0.101,1.000,-9.216,-5.249,28.137
0.056,-0.098,1.022,-9.033,-6.714,29.236
0.038,-0.098,1.056,-7.019,-4.211,28.748
0.032,-0.089,1.072,-5.127,0.122,26.978
0.023,-0.078,1.072,-3.113,5.798,24.597
0.026,-0.075,1.069,-1.465,11.841,23.132
0.033,-0.070,1.057,-1.221,15.747,22.156
0.038,-0.061,1.047,-1.709,17.578,21.851
0.045,-0.057,1.033,-2.869,17.822,22.095
0.054,-0.052,1.012,-4.272,16.052,22.217
0.067,-0.037,0.996,-4.944,13.245,21.973
0.077,-0.029,0.985,-4.211,10.925,22.583
0.077,-0.029,0.975,-3.784,9.033,23.437
0.074,-0.029,0.966,-3.540,7.019,22.827
0.071,-0.033,0.969,-2.563,5.554,21.362
0.067,-0.042,0.978,-1.282,3.113,19.592
0.068,-0.053,0.987,-0.916,-0.244,17.029
0.080,-0.052,0.992,-1.953,-5.005,14.404
0.096,-0.055,0.992,-3.235,-10.620,12.695
0.109,-0.050,1.001,-3.784,-15.259,13.184

0.248,1.276,1.529,37.354,-20.630,-33.081
0.238,1.550,1.589,28.320,-61.584,-41.748
0.257,1.878,1.661,21.667,-99.731,-50.964
0.245,2.207,1.790,15.686,-125.122,-57.983
0.247,2.501,1.968,21.667,-133.850,-60.852
0.284,2.778,2.156,36.255,-129.700,-64.758
0.303,3.055,2.318,49.683,-114.807,-69.702
0.364,3.205,2.455,53.955,-91.187,-66.223
0.415,3.355,2.537,40.649,-60.913,-47.363
0.369,3.419,2.562,0.366,-28.564,-12.024
0.160,3.274,2.420,-59.387,2.686,33.264
-0.229,2.873,2.101,-132.324,39.978,70.496
-0.758,2.179,1.568,-201.172,85.938,86.914
-1.235,1.370,0.576,-247.375,131.348,74.158
-1.766,0.308,-0.421,-249.817,166.443,37.598
-2.327,-0.749,-1.192,-220.154,181.152,-6.653
-2.656,-2.128,-1.866,-156.799,187.927,-68.481
-2.634,-3.903,-2.426,-93.201,196.167,-162.170
-1.958,-4.000,-2.493,-6.226,176.575,-290.344
-1.120,-4.000,-1.510,148.804,61.829,-426.514
0.043,-4.000,-0.078,300.720,-154.114,-500.244
0.896,-4.000,1.815,336.182,-382.080,-458.191
1.665,-4.000,3.544,266.357,-510.254,-345.764
2.010,-3.101,4.000,172.119,-429.565,-213.623
1.961,-2.484,3.769,98.572,-168.823,-105.286
1.564,-2.198,2.675,38.086,110.962,-6.348
0.634,-1.959,1.289,-13.611,277.893,96.130
-0.511,-1.454,0.573,-29.785,312.012,173.035
-1.283,-0.615,0.359,-26.062,235.107,212.036
-1.814,0.197,0.258,-32.837,112.183,215.210
-1.925,0.582,0.189,-38.818,23.254,180.359
-1.713,0.608,0.300,-29.663,-12.451,126.404
-1.397,0.517,0.531,-9.338,-25.879,81.238
-1.133,0.449,0.822,7.690,-38.391,51.941
-0.850,0.386,1.094,13.245,-48.584,33.447
-0.660,0.284,1.277,10.986,-50.537,22.400
-0.521,0.199,1.342,9.155,-39.978,10.315
-0.346,0.063,1.345,11.963,-20.386,-1.160
-0.168,-0.080,1.349,14.099,-3.845,-10.010
-0.023,-0.205,1.293,13.000,3.052,-15.320
0.138,-0.281,1.245,11.902,5.554,-18.494
0.275,-0.330,1.205,10.376,7.263,-18.005
0.329,-0.372,1.149,7.446,9.155,-12.451
0.337,-0.387,1.095,5.676,12.390,-4.944
0.339,-0.366,1.054,4.700,13.123,0.732
0.323,-0.336,1.043,-0.793,7.812,8.057
0.242,-0.306,1.005,-9.827,-2.197,16.724
0.145,-0.255,0.978,-15.564,-8.301,21.484
0.059,-0.194,0.964,-15.869,-8.179,22.278
-0.011,-0.153,0.943,-15.808,-4.578,21.057
-0.061,-0.139,0.918,-14.526,-0.549,18.066
-0.079,-0.140,0.912,-9.949,2.686,13.306
-0.077,-0.160,0.937,-6.592,4.272,8.545
-0.054,-0.192,0.944,-5.493,4.761,4.272
-0.028,-0.228,0.946,-5.798,6.775,0.854
0.002,-0.253,0.957,-6.653,9.888,-0.610
0.031,-0.261,0.969,-7.996,11.536,0.122
0.045,-0.271,0.984,-10.742,10.376,2.380
0.051,-0.273,0.982,-11.902,9.216,4.089
0.063,-0.270,1.011,-9.155,9.521,5.371
0.096,-0.285,1.052,-6.042,9.460,6.531
0.104,-0.301,1.060,-5.310,6.592,6.714
0.124,-0.318,1.073,-5.615,4.761,8.301
0.136,-0.324,1.100,-4.333,3.662,11.414
0.164,-0.336,1.147,-2.197,4.456,15.930
0.167,-0.337,1.183,-1.587,6.348,21.606
0.141,-0.311,1.227,-3.113,10.254,27.954
0.112,-0.270,1.250,-2.930,15.991,32.898
0.093,-0.234,1.264,-4.089,20.325,35.400
0.084,-0.204,1.237,-9.460,17.334,36.987
0.075,-0.174,1.165,-16.785,6.775,37.964
0.076,-0.143,1.114,-20.874,-3.601,37.354
0.096,-0.109,1.086,-20.447,-8.911,35.950
0.116,-0.083,1.072,-17.212,-10.071,34.241
0.121,-0.058,1.079,-13.550,-7.812,33.020
0.129,-0.048,1.072,-10.559,-4.517,31.494
0.147,-0.058,1.054,-8.789,-2.625,30.090
0.165,-0.069,1.030,-7.568,-2.502,30.396
0.170,-0.063,1.015,-6.165,-1.831,32.410
0.171,-0.057,0.989,-5.066,-0.244,34.302
0.171,-0.071,0.974,-5.188,1.038,34.851
0.170,-0.071,0.977,-5.676,0.000,35.156
0.163,-0.056,0.981,-5.371,-3.418,35.461
0.160,-0.048,0.981,-5.432,-6.897,35.034
0.153,-0.049,0.991,-5.798,-7.019,34.241
0.147,-0.053,0.983,-5.493,-4.272,33.569
0.142,-0.058,0.960,-4.944,0.732,32.288
0.139,-0.060,0.939,-3.540,7.507,31.677
0.133,-0.049,0.943,-0.977,14.526,32.288
0.123,-0.028,0.957,0.732,20.325,33.386
0.107,-0.005,0.967,-1.038,22.888,33.691
0.094,0.012,0.971,-5.188,20.813,34.546
0.084,0.024,0.964,-9.399,14.893,35.095
0.086,0.040,0.951,-13.000,7.446,34.485
0.092,0.048,0.943,-13.977,1.587,33.081
0.101,0.045,0.942,-13.184,-0.610,31.921
0.116,0.037,0.942,-11.658,-0.427,30.945
0.125,0.028,0.938,-10.498,1.587,30.212
0.134,0.016,0.940,-9.216,4.883,29.663
0.137,0.010,0.953,-7.324,8.362,29.541
0.131,0.006,0.970,-5.310,11.047,29.480
0.139,0.004,0.985,-4.272,11.963,28.503
0.149,0.004,0.982,-4.272,9.827,26.855
0.155,0.006,0.982,-3.845,6.714,26.245
0.156,0.012,0.990,-2.319,4.272,26.123
0.149,0.013,0.992,-1.465,2.930,25.452
0.143,0.002,0.987,-0.916,2.625,23.865
0.138,-0.007,0.996,-0.244,2.747,22.949
0.138,-0.022,1.001,-0.061,1.892,22.034
0.143,-0.039,1.013,-0.610,0.977,20.691
0.155,-0.055,1.026,-0.977,0.000,19.592
0.171,-0.063,1.041,-0.977,-1.648,19.531
0.175,-0.070,1.049,-1.465,-2.747,20.996
0.175,-0.075,1.048,-1.831,-2.686,23.132
0.163,-0.067,1.057,-2.258,-1.831,25.696
0.141,-0.061,1.056,-3.296,-0.549,27.710
0.118,-0.063,1.042,-4.578,0.854,28.442
0.097,-0.068,1.029,-5.005,2.686,28.503
0.082,-0.062,1.031,-4.272,4.517,28.320

-0.064,1.463,1.499,11.902,-24.536,-24.414
0.028,1.690,1.737,11.169,-45.410,-36.438
0.058,1.895,2.043,11.292,-66.162,-47.852
0.219,2.154,2.219,8.118,-84.412,-52.490
0.469,2.456,2.250,-6.653,-94.116,-53.833
0.699,2.624,2.171,-30.273,-86.853,-48.462
0.823,2.605,2.090,-56.091,-71.777,-32.837
0.805,2.566,1.962,-77.698,-57.922,-12.146
0.669,2.480,1.861,-90.393,-40.588,10.010
0.451,2.478,1.773,-94.299,-19.714,36.194
0.164,2.532,1.626,-93.933,9.033,62.622
-0.158,2.492,1.454,-91.248,51.575,78.064
-0.451,2.441,1.201,-88.196,97.473,75.562
-0.678,2.221,0.823,-92.346,132.874,59.814
-0.951,1.823,0.323,-105.042,145.813,36.743
-1.259,1.277,-0.263,-107.544,140.320,-3.052
-1.461,0.486,-0.758,-83.496,129.517,-56.519
-1.624,-0.583,-1.092,-50.354,119.751,-110.474
-1.616,-2.214,-1.375,-22.888,104.614,-156.372
-1.272,-3.968,-1.593,-15.686,66.833,-203.552
-0.669,-4.000,-1.282,15.381,-2.563,-260.803
-0.313,-4.000,-0.398,114.380,-116.150,-302.673
-0.093,-4.000,0.521,207.642,-245.483,-295.776
0.003,-4.000,1.642,234.070,-331.299,-255.920
0.126,-3.986,2.723,218.506,-346.802,-214.050
0.161,-3.111,3.259,188.293,-283.447,-166.687
0.122,-2.445,3.192,146.240,-155.273,-123.657
0.083,-2.029,2.804,99.182,-10.010,-81.665
0.097,-1.706,2.170,62.134,106.628,-35.461
0.007,-1.355,1.517,35.767,179.565,12.085
-0.179,-0.968,1.015,17.334,215.759,53.894
-0.380,-0.619,0.638,3.174,209.595,83.740
-0.620,-0.296,0.449,-6.653,161.682,101.074
-0.784,-0.039,0.422,-9.949,98.206,102.783
-0.799,0.094,0.508,-8.850,41.321,90.332
-0.670,0.115,0.655,-3.662,2.563,70.923
-0.509,0.113,0.842,2.991,-19.226,53.955
-0.322,0.119,1.060,10.193,-27.588,42.969
-0.160,0.139,1.241,14.587,-25.879,36.987
-0.066,0.105,1.313,11.780,-18.738,31.616
0.048,0.018,1.327,8.240,-7.690,23.376
0.178,-0.051,1.290,5.737,-0.061,14.465
0.287,-0.102,1.227,0.610,0.122,10.132
0.372,-0.148,1.135,-6.226,-5.493,10.071
0.439,-0.163,1.054,-10.193,-12.024,14.099
0.473,-0.165,1.001,-12.268,-16.052,18.921
0.472,-0.157,1.000,-12.817,-16.479,23.254
0.424,-0.126,1.039,-11.841,-15.625,28.503
0.364,-0.096,1.062,-12.634,-15.503,32.349
0.308,-0.092,1.058,-14.343,-14.954,34.180
0.248,-0.091,1.046,-15.198,-9.399,34.790
0.207,-0.101,1.030,-12.939,2.441,33.813
0.177,-0.099,1.022,-9.033,15.808,31.250
0.140,-0.071,1.026,-5.615,25.635,28.625
0.121,-0.049,1.020,-5.188,28.076,26.123
0.116,-0.054,1.000,-8.606,23.926,23.315
0.136,-0.061,0.956,-12.085,21.179,20.386
0.153,-0.072,0.910,-12.878,23.193,17.883
0.174,-0.081,0.889,-10.254,27.710,16.296
0.206,-0.079,0.906,-6.775,31.555,16.235
0.218,-0.084,0.921,-6.287,31.006,18.127
0.219,-0.082,0.937,-8.545,27.161,19.348
0.210,-0.067,0.956,-9.766,23.193,20.081
0.197,-0.042,0.978,-9.277,17.822,19.409
0.186,-0.027,0.985,-9.216,11.536,17.517
0.180,-0.020,0.997,-8.545,5.981,15.686
0.187,-0.012,1.005,-7.141,2.930,15.015
0.186,-0.000,1.002,-4.517,3.174,14.709
0.191,-0.018,0.987,-1.953,6.042,14.160
0.202,-0.037,0.965,0.610,7.690,13.550
0.210,-0.040,0.959,3.235,7.690,12.878
0.226,-0.042,0.969,6.531,7.019,12.329
0.243,-0.056,0.996,9.460,6.104,12.939
0.250,-0.052,1.035,11.353,4.578,14.404
0.249,-0.035,1.067,10.071,2.625,15.991
0.244,-0.022,1.075,7.568,0.732,17.273
0.237,-0.019,1.083,5.920,-1.709,18.250
0.230,-0.022,1.078,4.456,-4.578,18.921
0.230,-0.032,1.071,2.991,-7.202,19.043
0.234,-0.036,1.057,2.014,-8.606,18.982
0.239,-0.051,1.048,1.831,-8.545,19.165
0.247,-0.059,1.045,2.686,-6.042,20.447
0.249,-0.057,1.043,3.906,-2.686,22.400
0.241,-0.053,1.029,4.150,0.977,23.499
0.234,-0.059,1.014,3.723,4.456,23.987
0.219,-0.051,1.005,3.357,6.348,24.231
0.208,-0.044,1.000,2.686,5.615,24.170
0.196,-0.038,0.991,1.404,2.197,23.499
0.195,-0.035,0.989,0.244,-1.038,22.949
0.194,-0.023,0.989,-0.977,-3.601,22.400
0.183,-0.013,0.992,-1.831,-5.371,21.729
0.175,-0.006,0.997,-2.197,-5.005,21.423
0.171,-0.002,1.004,-2.197,-2.808,21.729
0.158,-0.002,1.005,-2.930,0.122,22.400
0.146,-0.001,1.004,-3.906,2.930,22.583
0.133,0.000,1.001,-4.089,6.104,22.217
0.122,-0.002,1.003,-4.211,8.789,21.484
0.119,-0.006,1.001,-5.554,9.216,20.508
0.124,-0.016,0.993,-7.263,7.202,19.104
0.123,-0.024,0.984,-7.996,4.761,17.944
0.134,-0.039,0.975,-7.324,2.991,15.991
0.145,-0.050,0.974,-6.409,2.136,14.404
0.153,-0.054,0.973,-5.554,1.404,13.184
0.157,-0.055,0.977,-4.395,2.258,12.878
0.171,-0.065,0.985,-3.601,4.578,13.184
0.177,-0.066,0.989,-2.991,6.470,13.855
0.175,-0.058,0.990,-2.136,8.057,14.099
0.179,-0.058,0.985,-1.404,9.338,14.282
0.186,-0.061,0.984,-0.916,9.155,14.954
0.179,-0.045,0.982,0.061,8.118,15.381
0.185,-0.041,0.983,0.854,6.287,15.137
0.190,-0.045,0.979,0.305,2.502,13.916
0.194,-0.050,0.982,-0.916,-2.563,13.062
0.192,-0.056,0.980,-1.343,-7.019,12.573
0.198,-0.071,0.986,-0.793,-8.850,12.390
0.209,-0.079,1.005,0.854,-7.141,11.658
0.216,-0.085,1.018,2.258,-4.639,11.719
0.207,-0.078,1.037,2.808,-2.502,12.878
0.210,-0.078,1.049,2.991,-0.366,14.282

0.380,1.349,1.437,2.319,-42.175,-3.723
0.510,1.661,1.659,1.099,-54.932,-3.906
0.698,2.046,1.908,0.427,-72.937,-3.296
0.835,2.365,2.163,-1.648,-94.360,-3.113
0.966,2.602,2.357,-10.559,-110.840,-1.465
1.048,2.864,2.348,-32.532,-116.760,6.104
1.094,3.041,2.196,-66.467,-98.267,24.902
1.000,3.160,1.915,-98.572,-61.523,55.664
0.747,3.278,1.581,-118.164,-11.169,92.346
0.181,3.404,1.227,-124.207,49.744,131.958
-0.643,3.541,0.921,-120.544,120.605,167.358
-1.688,3.626,0.403,-111.145,193.848,178.894
-2.868,3.299,-0.174,-96.008,250.000,144.897
-3.743,2.492,-0.536,-73.486,252.380,58.777
-4.000,1.009,-0.882,-60.364,188.721,-66.223
-4.000,-0.888,-1.425,-65.857,94.727,-208.374
-3.482,-3.513,-1.960,-30.762,21.057,-342.529
-2.157,-4.000,-1.666,72.144,-34.241,-455.017
-0.217,-4.000,-0.117,209.839,-127.869,-550.476
0.881,-4.000,1.637,298.767,-250.244,-559.082
2.377,-4.000,3.065,265.015,-344.421,-442.078
3.003,-4.000,4.000,187.744,-363.464,-317.200
3.203,-3.824,3.977,128.540,-215.759,-204.407
2.560,-3.018,2.645,56.702,57.861,-68.115
0.967,-2.371,1.231,-10.986,291.748,66.956
-1.017,-1.357,0.377,-20.203,367.187,165.649
-2.516,0.177,0.024,-7.568,284.424,203.796
-3.135,1.004,-0.295,-17.456,141.785,174.316
-2.818,0.966,-0.216,-17.456,35.156,98.145
-1.971,0.764,0.169,10.559,-28.748,22.766
-1.208,0.429,0.552,36.194,-58.167,-19.165
-0.616,0.024,0.920,42.053,-63.599,-36.438
-0.094,-0.339,1.273,43.640,-61.157,-40.161
0.345,-0.590,1.548,41.565,-59.631,-31.372
0.622,-0.709,1.705,33.997,-51.392,-14.954
0.697,-0.728,1.773,26.978,-30.090,1.587
0.677,-0.646,1.765,21.851,1.099,13.489
0.615,-0.576,1.657,12.390,27.954,20.508
0.506,-0.492,1.400,-3.906,34.851,25.085
0.445,-0.433,1.152,-18.982,27.649,30.273
0.405,-0.356,0.990,-25.208,14.954,31.555
0.341,-0.222,0.909,-22.766,-0.427,31.006
0.264,-0.144,0.900,-19.836,-11.902,31.616
0.189,-0.126,0.916,-17.517,-19.653,31.189
0.164,-0.140,0.963,-13.245,-26.367,29.114
0.171,-0.164,1.001,-10.071,-33.447,25.574
0.205,-0.221,1.030,-9.216,-41.870,22.705
0.252,-0.281,1.049,-9.216,-49.011,21.545
0.269,-0.322,1.045,-10.376,-52.002,23.621
0.288,-0.372,1.040,-11.597,-48.706,26.550
0.304,-0.373,1.062,-14.160,-41.748,30.823
0.263,-0.323,1.056,-18.799,-33.752,38.879
0.184,-0.248,1.029,-23.010,-23.193,47.363
0.113,-0.194,1.009,-23.987,-10.010,52.124
0.052,-0.167,1.007,-23.987,2.686,53.467
0.018,-0.143,1.003,-23.499,11.719,51.025
0.021,-0.139,0.968,-25.208,13.794,47.241
0.035,-0.149,0.917,-28.687,10.010,43.091
0.051,-0.159,0.887,-29.541,7.141,38.391
0.074,-0.160,0.871,-25.696,7.507,34.302
0.106,-0.184,0.860,-19.592,9.460,32.166
0.140,-0.206,0.875,-13.916,9.277,31.494
0.157,-0.208,0.890,-9.399,5.676,31.311
0.156,-0.190,0.915,-5.432,0.793,31.006
0.160,-0.164,0.963,-2.136,-2.869,30.884
0.161,-0.154,1.009,-1.160,-5.371,31.921
0.156,-0.131,1.051,-1.831,-6.836,34.302
0.140,-0.106,1.073,-2.869,-6.653,36.926
0.115,-0.083,1.087,-4.150,-4.883,39.185
0.090,-0.060,1.086,-5.005,-1.953,39.978
0.074,-0.038,1.087,-5.249,2.197,39.551
0.060,-0.010,1.080,-5.371,5.798,38.513
0.052,-0.001,1.078,-5.737,7.202,36.926
0.072,-0.023,1.069,-6.287,6.042,35.034
0.094,-0.034,1.058,-6.653,3.113,33.325
0.105,-0.026,1.046,-5.432,0.732,32.288
0.112,-0.016,1.040,-2.502,0.488,30.823
0.123,-0.018,1.054,0.244,2.014,30.029
0.131,-0.009,1.063,0.916,3.296,30.334
0.125,0.000,1.055,-0.061,4.089,31.677
0.115,0.017,1.032,-0.671,4.761,32.349
0.100,0.023,1.008,-0.427,5.005,31.128
0.082,0.023,0.994,0.671,4.578,29.297
0.080,0.010,0.978,2.014,3.967,27.344
0.078,0.007,1.002,2.808,2.747,25.085
0.080,-0.027,0.998,3.601,-0.244,24.048
0.084,-0.037,1.004,2.014,-3.601,23.682
0.085,-0.046,1.022,-0.610,-3.967,23.987
0.100,-0.053,1.031,-1.953,-3.052,24.414
0.108,-0.052,1.046,-4.517,-0.244,25.330
0.105,-0.055,1.048,-5.981,2.991,26.001
0.105,-0.055,1.034,-6.592,6.592,25.635
0.102,-0.061,1.023,-6.714,9.766,24.963
0.094,-0.060,0.999,-6.348,11.597,24.414
0.086,-0.058,0.988,-5.737,12.390,23.621
0.079,-0.058,0.971,-5.554,10.986,22.644
0.082,-0.056,0.966,-5.615,7.202,21.240
0.095,-0.061,0.951,-6.653,2.747,19.836
0.098,-0.066,0.938,-7.874,0.183,19.592
0.095,-0.068,0.942,-5.981,2.380,19.226
0.106,-0.061,0.941,-1.953,7.324,18.250
0.101,-0.055,0.951,1.282,11.597,18.005
0.091,-0.054,0.958,4.517,14.160,18.250
0.092,-0.058,0.959,6.470,15.198,17.883
0.091,-0.044,0.954,7.446,14.343,16.846
0.083,-0.038,0.944,8.911,13.733,14.709
0.106,-0.037,0.951,11.536,13.489,13.000
0.113,-0.041,0.967,12.451,11.902,11.841
