aX,aY,aZ,gX,gY,gZ
0.417,0.805,-0.124,-50.293,4.089,-2.747
0.427,0.798,-0.137,-50.049,6.348,-3.052
0.432,0.792,-0.157,-48.584,13.611,-3.174
0.435,0.786,-0.168,-46.814,23.437,-3.479
0.429,0.782,-0.176,-44.739,32.593,-3.418
0.424,0.786,-0.176,-43.335,39.124,-3.357
0.418,0.785,-0.178,-43.213,41.382,-3.174

-0.303,-0.177,-2.100,181.213,-28.687,-2.991
-0.272,-0.227,-2.070,199.463,-39.429,-12.573
-0.230,-0.266,-2.039,213.257,-56.946,-16.479
-0.199,-0.243,-1.979,217.773,-77.576,-14.771
-0.218,-0.239,-1.920,219.299,-98.999,-14.099
-0.193,-0.218,-1.839,226.501,-114.075,-18.066
-0.151,-0.236,-1.715,238.586,-121.460,-25.269
-0.085,-0.277,-1.562,249.817,-126.526,-31.128
-0.037,-0.303,-1.430,259.277,-129.089,-33.997
-0.017,-0.317,-1.305,266.907,-123.474,-34.668
0.004,-0.343,-1.201,272.278,-109.741,-33.203
0.003,-0.361,-1.122,275.146,-93.201,-30.640
-0.012,-0.383,-1.045,275.940,-80.933,-27.771
-0.018,-0.406,-0.948,276.245,-75.317,-24.841
-0.036,-0.407,-0.871,277.588,-78.735,-22.339
-0.081,-0.382,-0.804,277.039,-91.125,-19.775
-0.100,-0.397,-0.687,274.963,-109.497,-18.127
-0.072,-0.381,-0.559,275.635,-128.967,-18.921
-0.043,-0.373,-0.424,277.527,-144.104,-17.822
-0.014,-0.366,-0.276,276.672,-150.696,-14.160
0.005,-0.345,-0.145,273.926,-149.475,-9.460
-0.004,-0.310,-0.035,271.606,-144.043,-6.470
0.003,-0.300,0.038,270.386,-136.719,-5.371
0.018,-0.317,0.083,268.555,-127.686,-3.967
0.051,-0.302,0.163,266.113,-113.708,-2.502
0.030,-0.274,0.277,267.334,-98.206,-2.197
0.040,-0.245,0.382,272.888,-85.022,-3.662
0.048,-0.218,0.524,274.780,-76.050,-7.996
0.088,-0.213,0.656,270.081,-75.684,-10.986
0.122,-0.177,0.772,258.667,-81.726,-11.292
0.155,-0.133,0.855,243.774,-93.994,-7.874
0.155,-0.103,0.901,228.149,-106.506,-3.662
0.166,-0.105,0.930,217.224,-107.910,-1.221
0.199,-0.070,1.036,209.717,-95.520,0.427
0.191,-0.005,1.138,205.505,-76.782,0.122
0.201,0.038,1.179,204.834,-59.875,-0.488
0.187,0.115,1.225,199.890,-45.288,-0.977
0.168,0.181,1.292,189.026,-37.415,-0.183
0.173,0.232,1.326,173.828,-43.640,0.977
0.179,0.325,1.279,155.151,-58.167,2.197
0.177,0.347,1.225,136.780,-66.956,3.967
0.213,0.351,1.209,124.634,-69.031,5.615
0.237,0.395,1.247,120.728,-65.735,2.075
0.251,0.404,1.299,121.948,-62.622,0.000
0.198,0.410,1.478,120.850,-59.814,-1.160
0.159,0.452,1.749,118.896,-55.420,-4.089
0.122,0.470,2.001,115.601,-56.274,-8.057
0.082,0.500,2.254,107.727,-63.843,-10.742
0.069,0.528,2.467,88.684,-69.519,-13.306
0.080,0.540,2.552,63.171,-69.275,-13.916
0.110,0.526,2.513,31.921,-62.012,-12.451
0.197,0.534,1.842,-35.889,-22.766,-0.671
0.160,0.454,1.217,-64.392,25.757,11.963
0.135,0.568,0.694,-66.711,48.218,9.888
0.146,0.574,0.511,-64.270,51.453,7.324
0.184,0.580,0.431,-62.683,53.833,5.066
0.215,0.583,0.420,-59.631,50.903,4.456
0.227,0.616,0.447,-53.284,43.274,4.700
0.225,0.671,0.511,-47.485,35.706,3.784
0.240,0.709,0.577,-46.509,29.541,1.526
0.263,0.696,0.602,-48.889,21.545,-0.366
0.285,0.691,0.666,-52.551,14.832,-1.404
0.315,0.699,0.735,-54.626,11.230,-1.953
0.328,0.708,0.769,-55.420,10.803,-2.136
0.339,0.704,0.793,-56.763,14.893,-2.136
0.349,0.698,0.811,-58.777,20.874,-2.136
0.347,0.702,0.824,-58.960,28.259,-2.563
0.349,0.705,0.819,-58.716,34.729,-3.845
0.347,0.702,0.803,-61.035,37.048,-5.249
0.349,0.700,0.779,-65.552,35.461,-6.470
0.350,0.694,0.731,-70.435,31.372,-7.019
0.364,0.684,0.678,-74.646,26.917,-6.653
0.384,0.684,0.629,-78.552,24.841,-6.104
0.390,0.688,0.588,-79.102,27.527,-4.700
0.383,0.696,0.539,-76.538,33.752,-3.418
0.367,0.700,0.503,-72.937,40.527,-3.784
0.370,0.704,0.488,-69.397,46.204,-5.249
0.383,0.703,0.471,-68.237,49.316,-6.287
0.393,0.704,0.451,-68.115,51.880,-6.287
0.404,0.703,0.429,-68.726,54.138,-5.188
0.400,0.702,0.412,-69.824,54.749,-3.540
0.404,0.712,0.387,-71.960,51.086,-2.258
0.393,0.709,0.338,-75.012,41.809,-1.099
0.397,0.707,0.302,-77.026,31.738,-0.610
0.407,0.714,0.289,-77.393,25.024,-1.282
0.423,0.726,0.276,-75.500,23.682,-2.075
0.434,0.733,0.253,-72.083,29.480,-2.197
0.429,0.732,0.234,-66.956,40.405,-2.197
0.431,0.743,0.237,-61.646,53.040,-2.197
0.428,0.760,0.238,-58.105,61.035,-2.075
0.411,0.772,0.226,-57.922,60.608,-1.038
0.395,0.787,0.211,-60.974,53.162,0.122
0.384,0.787,0.191,-63.965,42.236,0.366
0.391,0.782,0.174,-65.857,29.480,-0.488
0.396,0.796,0.166,-68.237,17.395,-0.916
0.392,0.798,0.161,-69.458,9.338,-1.221
0.398,0.798,0.149,-69.336,5.859,-2.014
0.408,0.801,0.142,-68.298,5.737,-2.747
0.411,0.802,0.135,-67.078,7.935,-3.296
0.406,0.806,0.129,-65.674,11.292,-4.272
0.403,0.809,0.123,-64.392,14.709,-5.249
0.400,0.810,0.120,-63.721,16.541,-6.409
0.393,0.815,0.120,-63.660,15.930,-7.629
0.399,0.810,0.110,-63.538,13.123,-9.277
0.412,0.801,0.101,-64.087,10.071,-11.108
0.444,0.790,0.098,-64.148,10.620,-12.024
0.469,0.787,0.092,-63.721,15.137,-10.559
0.461,0.796,0.076,-62.866,23.010,-8.301
0.448,0.797,0.057,-60.608,33.447,-7.080
0.440,0.795,0.050,-58.411,42.847,-6.958
0.427,0.801,0.036,-56.030,48.096,-7.812
0.410,0.813,0.011,-55.298,49.133,-8.850
0.409,0.790,0.020,-56.152,46.143,-9.766
0.428,0.784,0.014,-55.786,38.757,-10.803
0.440,0.778,0.014,-55.908,32.349,-12.268
0.477,0.776,0.038,-57.800,28.198,-11.047
0.484,0.781,0.053,-62.073,22.766,-7.629
0.475,0.779,0.032,-67.078,17.761,-4.456
0.475,0.772,0.001,-69.458,16.968,-3.113

0.146,0.530,2.270,64.331,-88.684,-14.343
0.123,0.504,2.486,52.856,-73.914,-13.000
0.136,0.530,2.555,35.034,-51.270,-15.137
0.180,0.525,2.469,9.644,-26.611,-17.822
0.259,0.492,2.234,-23.437,-1.038,-13.062
0.267,0.400,1.955,-56.641,21.545,-2.319
0.227,0.365,1.646,-80.688,36.499,6.470
0.180,0.352,1.329,-92.773,44.128,9.583
0.151,0.360,1.055,-98.145,47.485,7.996
0.134,0.418,0.876,-100.159,47.607,3.723
0.138,0.448,0.762,-99.304,44.739,0.793
0.162,0.505,0.705,-100.037,40.039,0.793
0.178,0.565,0.651,-101.013,35.583,-0.916
0.193,0.599,0.589,-103.149,32.227,-2.441
0.204,0.613,0.541,-104.431,30.090,-3.784
0.214,0.635,0.490,-102.173,27.832,-6.104
0.234,0.661,0.478,-98.938,27.283,-8.789
0.264,0.677,0.487,-96.375,27.954,-11.169
0.295,0.694,0.497,-93.872,31.616,-12.329
0.324,0.707,0.470,-92.224,36.072,-12.390
0.341,0.698,0.423,-91.309,40.588,-11.719
0.366,0.694,0.386,-89.539,46.021,-11.047
0.402,0.703,0.356,-88.440,48.035,-9.705
0.399,0.721,0.271,-89.783,44.067,-6.714
0.397,0.736,0.184,-91.125,39.612,-3.906
0.381,0.735,0.153,-88.562,41.199,-3.662
0.406,0.745,0.151,-80.872,44.373,-6.042
0.429,0.769,0.162,-74.402,46.326,-7.507
0.444,0.776,0.155,-72.327,44.495,-7.874
0.465,0.758,0.129,-73.181,40.466,-7.874
0.492,0.747,0.134,-73.853,36.987,-6.714
0.493,0.759,0.116,-71.594,32.959,-4.700
0.489,0.781,0.105,-69.946,31.921,-3.296
0.480,0.779,0.089,-68.054,33.508,-2.441
0.486,0.770,0.070,-64.331,36.194,-2.441
0.481,0.782,0.082,-58.899,40.710,-2.563
0.484,0.801,0.089,-53.772,44.373,-2.991
0.498,0.797,0.083,-51.392,45.654,-3.174
0.501,0.797,0.076,-50.720,46.936,-2.014
0.485,0.801,0.056,-49.866,46.692,-0.244
0.480,0.814,0.048,-48.401,45.532,0.427
0.474,0.817,0.050,-47.180,43.274,0.549
0.473,0.821,0.052,-46.021,39.795,1.160
0.457,0.830,0.052,-45.837,35.522,1.648
0.443,0.832,0.063,-44.678,31.494,1.709
0.435,0.836,0.081,-43.579,26.855,1.282
0.447,0.839,0.100,-44.128,19.958,1.282
0.436,0.835,0.109,-46.570,10.315,2.502
0.431,0.840,0.112,-49.133,2.441,3.174
0.429,0.841,0.106,-49.988,-2.136,2.502
0.435,0.833,0.097,-49.255,-2.991,1.770
0.445,0.829,0.095,-48.035,-0.549,0.793
0.447,0.834,0.091,-45.654,5.249,0.183
0.440,0.831,0.080,-43.091,12.878,0.000
0.432,0.832,0.076,-41.199,20.142,0.305
0.417,0.832,0.085,-39.246,25.513,0.000
0.420,0.834,0.097,-38.513,27.039,-0.183
0.413,0.846,0.100,-40.649,23.010,1.038
0.401,0.849,0.094,-43.945,16.663,1.770
0.395,0.844,0.090,-45.776,12.512,1.221
0.401,0.836,0.085,-46.387,9.827,-0.305
0.409,0.833,0.082,-46.692,8.301,-1.648
0.419,0.829,0.075,-46.204,10.132,-2.258
0.429,0.814,0.065,-45.471,13.794,-2.441
0.439,0.808,0.057,-44.373,18.738,-2.380
0.447,0.816,0.056,-43.457,25.879,-2.380
0.434,0.818,0.049,-43.030,33.264,-1.709
0.414,0.819,0.037,-43.457,37.354,-0.793
0.395,0.825,0.026,-44.495,37.964,-0.488
0.385,0.822,0.012,-46.448,34.058,-0.549
0.373,0.826,0.000,-48.584,26.672,-1.282
0.374,0.822,-0.021,-50.476,18.738,-2.319
0.386,0.806,-0.045,-51.514,12.390,-3.784
0.406,0.801,-0.058,-52.185,9.216,-4.883
0.411,0.800,-0.072,-51.392,10.437,-5.188
0.421,0.794,-0.081,-49.744,16.235,-5.432
0.422,0.800,-0.086,-49.011,22.766,-4.822
0.406,0.805,-0.101,-49.561,26.733,-4.028
0.394,0.806,-0.113,-50.537,27.710,-4.028
0.390,0.807,-0.124,-51.636,26.123,-5.005
0.390,0.806,-0.129,-52.368,20.935,-6.042
0.399,0.813,-0.131,-53.589,13.977,-7.751
0.419,0.807,-0.146,-54.749,8.362,-10.071
0.443,0.798,-0.163,-55.237,8.301,-11.169
0.457,0.774,-0.165,-54.504,12.878,-11.230
0.476,0.764,-0.155,-53.101,19.165,-10.315
0.466,0.774,-0.165,-52.185,24.963,-9.216
0.473,0.768,-0.171,-52.002,29.541,-7.263
0.461,0.768,-0.179,-53.345,31.982,-5.005
0.448,0.766,-0.194,-54.932,33.752,-3.723
0.446,0.758,-0.213,-55.115,35.645,-3.418
0.440,0.755,-0.229,-54.932,36.621,-3.906
0.434,0.749,-0.253,-54.565,35.645,-4.639
0.420,0.743,-0.256,-54.504,33.508,-5.676
0.430,0.730,-0.250,-53.589,31.067,-7.202
0.448,0.723,-0.255,-54.443,26.733,-7.996
0.462,0.717,-0.259,-57.251,22.827,-7.019
0.466,0.714,-0.268,-60.181,21.423,-4.578
0.454,0.708,-0.292,-61.218,23.560,-2.747
0.449,0.701,-0.307,-60.913,28.259,-2.380
0.438,0.702,-0.311,-59.631,33.386,-2.502
0.430,0.702,-0.317,-58.899,36.194,-2.625
0.422,0.701,-0.325,-60.181,35.217,-2.991
0.420,0.694,-0.330,-61.890,31.738,-3.662
0.422,0.693,-0.342,-63.660,26.855,-4.456
0.428,0.678,-0.339,-65.613,21.606,-5.005
0.432,0.667,-0.347,-67.322,16.846,-5.249
0.442,0.654,-0.379,-67.688,14.893,-5.920
0.456,0.642,-0.398,-67.749,17.761,-5.371
0.453,0.635,-0.424,-67.444,23.376,-4.089
0.449,0.621,-0.451,-65.613,31.616,-3.235
0.440,0.617,-0.463,-63.660,40.283,-2.930
0.436,0.613,-0.481,-62.195,46.814,-2.686
0.418,0.613,-0.501,-61.829,49.377,-2.502
0.401,0.615,-0.518,-61.890,48.096,-2.686
0.393,0.609,-0.511,-62.805,43.030,-3.540
0.394,0.609,-0.507,-64.392,33.508,-4.456
0.392,0.606,-0.504,-65.857,22.705,-5.798
0.411,0.589,-0.501,-67.200,16.479,-5.737

-0.235,-0.193,-2.096,138.367,-1.587,24.414
-0.254,-0.172,-2.131,150.635,-21.179,17.761
-0.240,-0.162,-2.134,157.593,-43.213,11.841
-0.228,-0.196,-2.150,165.222,-66.345,6.775
-0.196,-0.239,-2.158,176.697,-88.867,4.028
-0.170,-0.294,-2.155,192.017,-105.774,3.784
-0.162,-0.322,-2.121,210.022,-114.990,4.150
-0.170,-0.328,-2.030,229.797,-115.784,1.526
-0.167,-0.305,-1.924,249.207,-110.046,-5.249
-0.156,-0.301,-1.794,265.808,-101.318,-14.709
-0.128,-0.309,-1.652,277.954,-92.590,-23.743
-0.087,-0.329,-1.516,284.485,-86.182,-29.358
-0.053,-0.357,-1.368,288.208,-80.994,-30.762
-0.023,-0.365,-1.217,289.673,-77.271,-29.236
-0.027,-0.358,-1.106,287.109,-77.087,-25.208
-0.052,-0.325,-0.998,281.433,-82.214,-21.301
-0.035,-0.310,-0.889,275.024,-91.187,-18.188
-0.034,-0.307,-0.803,267.944,-103.882,-14.893
-0.043,-0.276,-0.705,262.329,-113.342,-13.367
-0.020,-0.281,-0.590,261.353,-115.845,-12.634
-0.014,-0.287,-0.495,263.245,-114.441,-12.207
0.004,-0.265,-0.414,263.794,-106.262,-10.925
-0.004,-0.212,-0.302,262.695,-93.018,-10.437
-0.006,-0.191,-0.174,262.817,-78.552,-10.315
0.011,-0.179,-0.043,261.841,-67.627,-10.132
0.001,-0.065,0.077,255.127,-62.561,-11.658
0.007,-0.004,0.127,244.263,-64.087,-11.780
0.011,0.005,0.152,230.896,-67.627,-7.324
0.016,0.013,0.192,218.262,-67.810,-5.249
0.028,0.021,0.197,211.731,-67.566,-5.737
0.063,0.030,0.191,208.374,-66.956,-6.836
0.066,0.022,0.205,207.031,-64.758,-8.545
0.100,0.006,0.266,208.740,-62.012,-11.475
0.143,0.026,0.334,209.839,-59.814,-13.794
0.153,0.062,0.392,208.923,-58.960,-15.259
0.174,0.089,0.465,206.360,-57.861,-15.991
0.189,0.107,0.529,203.186,-57.434,-16.907
0.217,0.142,0.608,198.975,-57.983,-17.090
0.227,0.170,0.676,194.031,-63.904,-16.174
0.255,0.218,0.748,188.599,-70.862,-14.771
0.262,0.245,0.807,180.237,-73.730,-11.230
0.270,0.281,0.854,169.128,-73.425,-7.629
0.275,0.311,0.885,159.912,-71.594,-5.310
0.276,0.333,0.891,154.175,-67.322,-3.174
0.303,0.362,0.916,149.536,-60.669,-2.197
0.320,0.391,0.964,146.851,-52.307,-2.563
0.327,0.386,1.022,148.499,-37.842,-3.662
0.345,0.430,1.103,149.109,-20.630,-4.150
0.342,0.475,1.191,148.071,-10.315,-5.127
0.311,0.500,1.239,141.357,-9.766,-5.127
0.299,0.534,1.337,128.601,-16.785,-4.700
0.269,0.569,1.420,114.075,-33.630,-5.310
0.270,0.585,1.460,99.609,-57.434,-5.249
0.269,0.594,1.475,84.900,-73.853,-4.517
0.283,0.610,1.531,73.364,-75.989,-4.883
0.274,0.602,1.553,67.871,-72.632,-7.751
0.290,0.614,1.549,63.293,-62.439,-10.925
0.315,0.615,1.538,57.129,-45.959,-13.306
0.346,0.622,1.507,46.387,-28.259,-10.925
0.339,0.625,1.455,31.982,-12.695,-4.333
0.300,0.622,1.380,18.433,-2.258,0.977
0.278,0.613,1.327,7.080,4.211,4.456
0.269,0.605,1.297,-2.319,7.202,5.554
0.272,0.598,1.272,-11.230,8.057,5.859
0.278,0.598,1.239,-21.179,8.789,6.348
0.266,0.599,1.193,-31.067,8.911,6.897
0.249,0.605,1.138,-40.710,8.179,7.874
0.219,0.616,1.075,-48.828,7.141,8.301
0.196,0.619,1.023,-54.626,7.690,7.812
0.186,0.626,0.985,-59.265,9.216,5.981
0.175,0.637,0.943,-64.331,10.376,3.845
0.181,0.632,0.911,-68.848,11.536,2.686
0.202,0.630,0.878,-72.266,13.245,1.221
0.216,0.644,0.835,-75.684,15.198,-0.305
0.219,0.655,0.788,-78.064,17.761,-1.587
0.233,0.664,0.757,-79.834,21.729,-2.197
0.248,0.680,0.720,-81.787,25.391,-2.747
0.252,0.686,0.657,-83.923,27.161,-3.357
0.268,0.686,0.607,-84.412,29.358,-4.639
0.302,0.688,0.587,-83.374,33.691,-7.019
0.327,0.695,0.570,-82.031,36.255,-8.850
0.347,0.702,0.548,-82.886,35.828,-8.240
0.358,0.714,0.526,-85.693,34.058,-6.775
0.367,0.709,0.502,-89.233,32.715,-5.249
0.376,0.708,0.471,-90.942,33.447,-3.479
0.371,0.715,0.438,-91.248,34.790,-2.258
0.356,0.723,0.392,-90.637,35.339,-2.136
0.359,0.720,0.357,-90.393,35.583,-2.197
0.361,0.724,0.320,-90.454,33.447,-2.258
0.353,0.732,0.279,-89.966,28.625,-2.197
0.353,0.752,0.249,-89.417,23.315,-2.441
0.371,0.751,0.220,-88.745,20.325,-4.211
0.395,0.749,0.220,-86.365,23.560,-5.920
0.412,0.752,0.221,-82.764,30.151,-5.371
0.405,0.767,0.198,-80.688,33.386,-5.066
0.402,0.765,0.170,-80.322,34.851,-5.127
0.405,0.762,0.151,-79.895,36.011,-5.066
0.397,0.769,0.130,-78.430,36.865,-4.272
0.385,0.776,0.100,-76.172,35.767,-3.906
0.382,0.785,0.076,-74.829,33.936,-5.005
0.390,0.777,0.057,-73.730,31.616,-6.714
0.406,0.777,0.047,-70.923,30.457,-7.446
0.405,0.788,0.032,-67.383,31.128,-7.690
0.397,0.798,0.024,-64.148,32.349,-8.301
0.412,0.800,0.019,-61.462,33.386,-9.338
0.431,0.803,0.019,-60.425,34.973,-9.521
0.439,0.805,0.013,-59.326,38.086,-8.362
0.433,0.808,-0.002,-57.007,42.175,-7.690
0.432,0.809,-0.008,-54.260,46.631,-7.629
0.439,0.808,-0.016,-52.612,46.814,-7.080
0.437,0.817,-0.030,-52.917,42.358,-6.226
0.427,0.820,-0.045,-54.077,36.743,-6.104
0.425,0.819,-0.046,-53.711,33.630,-6.165
0.413,0.823,-0.048,-52.124,33.142,-5.615
0.397,0.839,-0.046,-50.903,34.729,-4.822
0.374,0.842,-0.039,-48.950,39.612,-5.066
0.379,0.837,-0.020,-47.180,46.448,-5.798
0.388,0.842,-0.005,-47.974,49.133,-5.676
0.395,0.840,-0.004,-51.270,46.326,-4.395

-0.035,0.502,2.983,153.564,-106.689,-4.272
-0.117,0.593,3.361,129.578,-134.644,-8.850
-0.179,0.634,3.450,97.412,-147.644,-8.728
-0.138,0.671,3.233,53.467,-135.559,-9.033
-0.078,0.706,2.676,2.930,-98.083,-11.658
-0.082,0.574,2.087,-40.283,-35.828,-11.292
-0.045,0.428,1.642,-63.477,26.428,-8.179
0.045,0.432,1.301,-73.608,72.571,-7.324
0.051,0.464,0.965,-71.838,93.262,-4.944
0.027,0.490,0.648,-66.406,98.328,-2.991
0.042,0.504,0.489,-64.026,96.680,-3.662
0.067,0.524,0.453,-63.110,84.229,-6.531
0.105,0.547,0.478,-59.631,60.486,-9.216
0.162,0.614,0.551,-57.800,34.485,-10.010
0.221,0.650,0.670,-62.683,12.329,-9.766
0.288,0.665,0.782,-70.129,-2.380,-8.667
0.348,0.657,0.833,-75.256,-9.338,-6.897
0.392,0.646,0.859,-78.491,-5.127,-3.845
0.411,0.657,0.857,-80.933,7.874,-0.488
0.382,0.663,0.802,-81.909,26.428,3.662
0.334,0.670,0.730,-79.773,44.800,6.653
0.296,0.698,0.673,-77.515,57.312,6.897
0.261,0.721,0.629,-76.904,61.829,6.287
0.248,0.747,0.587,-78.430,58.350,6.714
0.254,0.756,0.549,-82.092,48.035,6.836
0.274,0.776,0.536,-87.463,34.973,5.859
0.296,0.779,0.517,-93.079,24.658,4.944
0.313,0.773,0.472,-96.008,18.921,4.578
0.325,0.775,0.416,-96.008,18.677,3.906
0.333,0.767,0.376,-93.079,26.123,2.258
0.338,0.765,0.368,-87.280,39.490,0.244
0.334,0.773,0.332,-79.956,51.819,-1.770
0.320,0.779,0.317,-75.134,59.509,-2.563
0.301,0.783,0.292,-72.693,59.692,-3.601
0.304,0.769,0.276,-71.106,53.284,-4.761
0.324,0.770,0.278,-72.510,43.579,-5.615
0.330,0.781,0.256,-76.538,32.898,-4.639
0.337,0.779,0.243,-79.163,27.771,-3.845
0.343,0.775,0.216,-80.139,31.311,-2.991
0.334,0.761,0.174,-78.064,40.588,-2.625
0.323,0.756,0.160,-73.120,53.223,-3.052
0.311,0.780,0.153,-68.787,62.195,-3.296
0.297,0.782,0.135,-67.139,62.683,-2.747
0.300,0.798,0.141,-68.787,57.129,-2.380
0.302,0.798,0.116,-71.228,46.631,-2.197
0.313,0.794,0.097,-74.463,34.973,-2.014
0.318,0.804,0.111,-77.026,26.367,-2.136
0.323,0.807,0.113,-77.576,18.677,-1.953
0.328,0.821,0.119,-79.651,10.193,-1.892
0.334,0.839,0.119,-83.252,2.991,-2.014
0.333,0.822,0.087,-84.473,-0.061,-2.075
0.336,0.810,0.073,-81.238,3.296,-2.625
0.353,0.813,0.085,-75.439,12.451,-4.639
0.376,0.815,0.085,-71.167,22.705,-5.798
0.369,0.822,0.066,-70.496,30.823,-4.272
0.341,0.821,0.027,-71.106,35.339,-3.052
0.331,0.813,0.019,-70.374,38.574,-3.479
0.342,0.814,0.020,-68.787,39.001,-4.578
0.343,0.824,0.018,-69.336,36.011,-4.456
0.335,0.821,0.010,-71.594,32.471,-3.967
0.341,0.810,0.007,-73.181,28.992,-4.089
0.353,0.809,0.006,-73.914,24.597,-4.333
0.349,0.804,0.003,-74.951,20.630,-4.395
0.352,0.801,0.005,-76.172,17.944,-4.761
0.364,0.788,-0.009,-77.209,16.418,-5.615
0.372,0.781,-0.026,-78.064,18.372,-5.737
0.372,0.768,-0.045,-77.576,24.658,-5.859
0.375,0.760,-0.056,-75.989,33.569,-5.981
0.381,0.767,-0.051,-74.524,43.091,-5.920
0.364,0.756,-0.077,-74.036,49.805,-5.737
0.354,0.754,-0.099,-75.378,54.810,-4.639
0.346,0.746,-0.120,-76.599,56.030,-3.296
0.323,0.746,-0.152,-78.003,51.086,-2.258
0.306,0.739,-0.179,-79.773,42.847,-2.502
0.302,0.728,-0.183,-81.726,34.546,-2.930
0.307,0.722,-0.193,-83.923,25.940,-3.174
0.318,0.717,-0.214,-86.975,19.775,-2.930
0.317,0.711,-0.237,-89.233,21.851,-2.686
0.316,0.698,-0.265,-88.745,30.640,-3.235
0.325,0.684,-0.278,-86.243,40.894,-3.967
0.315,0.685,-0.287,-84.900,44.373,-3.845
0.306,0.691,-0.291,-85.999,39.978,-3.845
0.310,0.694,-0.295,-88.928,30.090,-4.761
0.327,0.684,-0.308,-92.834,16.846,-5.371
0.355,0.672,-0.333,-96.191,7.690,-5.859
0.376,0.657,-0.358,-97.717,8.362,-5.127
0.379,0.642,-0.402,-97.534,17.273,-4.211
0.380,0.627,-0.432,-95.764,31.616,-3.357
0.371,0.612,-0.466,-92.041,46.143,-2.502
0.357,0.611,-0.493,-88.440,56.702,-2.075
0.345,0.608,-0.514,-87.097,60.974,-1.770
0.325,0.607,-0.543,-87.158,57.861,-1.709
0.324,0.598,-0.551,-87.402,49.438,-2.258
0.316,0.580,-0.541,-87.769,34.241,-3.784
0.344,0.583,-0.565,-88.013,19.165,-5.005
0.353,0.583,-0.581,-90.332,13.123,-5.005
0.363,0.558,-0.595,-92.041,14.404,-4.578
0.366,0.536,-0.617,-90.393,21.179,-3.479
0.365,0.535,-0.623,-88.135,30.334,-3.113
0.353,0.531,-0.641,-86.365,38.269,-2.380
0.339,0.523,-0.660,-84.900,45.288,-2.197
0.326,0.513,-0.670,-82.825,49.866,-2.686
0.322,0.513,-0.665,-81.055,50.232,-4.272
0.318,0.518,-0.661,-81.299,44.373,-5.798
0.319,0.507,-0.668,-83.618,32.654,-7.568
0.332,0.489,-0.683,-86.304,20.752,-9.705
0.350,0.463,-0.690,-88.684,13.306,-10.986
0.385,0.433,-0.708,-90.515,11.353,-10.620
0.418,0.403,-0.715,-91.370,16.418,-8.667
0.404,0.369,-0.764,-88.562,28.015,-5.676
0.411,0.354,-0.802,-86.731,43.213,-1.465
0.377,0.342,-0.875,-83.984,55.481,1.892
0.348,0.325,-0.907,-80.750,64.331,3.906
0.326,0.343,-0.926,-76.172,66.528,3.845
0.310,0.336,-0.944,-71.960,63.477,4.517
0.284,0.359,-0.953,-68.970,59.448,5.249
0.261,0.380,-0.950,-67.078,56.335,5.615
0.241,0.389,-0.954,-65.918,54.810,6.348
0.225,0.398,-0.952,-64.697,55.298,7.019

0.218,0.599,1.804,16.785,-43.762,-12.756
0.216,0.572,1.795,0.305,-38.025,-9.460
0.229,0.573,1.731,-12.085,-25.818,-5.676
0.234,0.569,1.697,-24.170,-4.089,-3.357
0.252,0.551,1.601,-35.339,16.907,-1.282
0.241,0.538,1.477,-46.875,31.921,2.014
0.223,0.538,1.358,-58.838,39.734,4.883
0.204,0.539,1.245,-69.824,42.236,6.470
0.192,0.541,1.125,-78.369,39.795,6.836
0.182,0.545,1.026,-85.083,34.729,6.470
0.188,0.552,0.958,-90.088,29.175,5.798
0.198,0.564,0.899,-95.703,22.888,3.540
0.207,0.575,0.836,-100.464,17.578,1.648
0.214,0.582,0.797,-103.760,15.442,-0.061
0.226,0.594,0.745,-105.225,15.320,-1.770
0.244,0.602,0.704,-107.544,15.259,-2.258
0.249,0.626,0.669,-111.389,15.747,-2.197
0.245,0.639,0.611,-114.929,15.869,-1.831
0.245,0.651,0.555,-118.103,17.578,-2.014
0.252,0.659,0.505,-118.896,21.118,-2.563
0.273,0.658,0.456,-118.286,24.292,-4.211
0.289,0.667,0.415,-117.615,27.405,-5.615
0.291,0.678,0.364,-115.967,30.518,-6.714
0.297,0.682,0.309,-114.136,33.020,-8.423
0.307,0.684,0.268,-112.183,34.485,-10.620
0.326,0.683,0.255,-110.596,33.386,-12.024
0.337,0.696,0.199,-108.765,28.687,-12.939
0.341,0.707,0.165,-107.788,25.574,-14.648
0.364,0.711,0.143,-107.117,25.024,-16.052
0.384,0.716,0.104,-104.797,25.879,-16.846
0.392,0.726,0.072,-102.356,29.297,-16.541
0.397,0.725,0.056,-99.487,32.410,-16.541
0.415,0.722,0.034,-95.276,33.325,-17.517
0.445,0.731,0.054,-93.262,34.241,-17.395
0.469,0.730,0.041,-93.384,32.532,-14.526
0.475,0.738,0.017,-94.727,32.104,-11.658
0.470,0.741,-0.001,-93.811,36.743,-9.583
0.461,0.748,-0.040,-89.722,43.518,-8.911
0.442,0.746,-0.065,-84.106,50.476,-8.972
0.431,0.763,-0.069,-78.064,54.871,-10.132
0.432,0.765,-0.086,-73.608,54.932,-11.475
0.448,0.759,-0.084,-71.533,51.025,-11.353
0.461,0.763,-0.085,-72.632,43.640,-9.705
0.477,0.770,-0.092,-76.355,35.645,-6.653
0.466,0.782,-0.106,-79.651,29.480,-2.991
0.445,0.793,-0.128,-80.505,26.306,-1.770
