aX,aY,aZ,gX,gY,gZ
0.393,0.841,-0.053,-58.289,36.682,-2.197
0.374,0.845,-0.074,-58.594,33.691,-2.197
0.365,0.848,-0.075,-58.044,26.611,-2.991
0.368,0.859,-0.060,-57.312,16.785,-5.676
0.381,0.863,-0.053,-57.922,6.592,-7.751
0.389,0.856,-0.033,-58.960,0.122,-9.277
0.416,0.849,-0.018,-58.533,-1.221,-10.620
0.435,0.848,-0.019,-57.251,1.526,-10.437
0.448,0.836,-0.025,-55.969,11.230,-9.583
0.456,0.823,-0.055,-53.772,21.484,-7.629
0.441,0.826,-0.089,-51.819,30.457,-5.554
0.432,0.825,-0.122,-49.622,35.889,-4.761
0.421,0.825,-0.138,-47.302,37.964,-5.005
0.426,0.831,-0.139,-45.227,36.438,-5.859
0.421,0.832,-0.145,-46.143,30.884,-6.042
0.418,0.832,-0.150,-47.119,23.132,-6.714
0.413,0.833,-0.146,-47.668,16.541,-7.385
0.421,0.829,-0.132,-47.546,9.094,-8.545
0.440,0.829,-0.120,-48.950,2.075,-9.338
0.448,0.821,-0.117,-50.842,0.000,-9.277
0.469,0.804,-0.129,-50.842,2.502,-8.240
0.478,0.805,-0.146,-48.706,11.230,-6.775
0.473,0.802,-0.169,-44.983,26.123,-5.371
0.467,0.794,-0.187,-39.734,39.856,-4.395
0.456,0.804,-0.198,-36.194,47.302,-3.723
0.439,0.816,-0.200,-35.339,47.302,-3.174
0.429,0.818,-0.215,-37.842,28.442,-3.113
0.430,0.818,-0.203,-44.312,18.188,-3.296
0.432,0.820,-0.207,-46.509,10.193,-2.869
0.427,0.816,-0.205,-48.767,6.287,-2.747
0.432,0.810,-0.205,-49.133,6.531,-2.869
0.428,0.804,-0.219,-47.913,9.766,-2.991
0.425,0.792,-0.222,-45.349,17.822,-3.479
0.437,0.782,-0.221,-42.419,27.832,-3.601
0.429,0.780,-0.241,-40.955,33.936,-2.625
0.424,0.774,-0.260,-41.870,36.011,-2.136
0.420,0.773,-0.275,-42.358,36.316,-2.197
0.417,0.772,-0.284,-41.504,35.095,-2.441
0.413,0.780,-0.296,-41.626,31.250,-2.502
0.409,0.782,-0.309,-42.664,25.574,-2.991
0.416,0.780,-0.307,-43.213,21.179,-4.456
0.430,0.773,-0.315,-42.725,18.677,-5.310
0.443,0.767,-0.321,-42.236,19.409,-5.798
0.444,0.758,-0.322,-40.588,24.292,-5.371
0.451,0.756,-0.314,-38.635,31.616,-4.395
0.450,0.757,-0.311,-37.964,36.194,-3.174
0.435,0.758,-0.317,-39.185,37.659,-2.319
0.427,0.755,-0.321,-40.405,36.865,-2.136
0.430,0.752,-0.324,-41.199,33.630,-2.258
0.431,0.747,-0.323,-42.542,29.541,-2.319
0.444,0.735,-0.318,-44.556,26.855,-2.197
0.444,0.729,-0.339,-47.180,23.071,-0.732
0.426,0.727,-0.360,-49.744,20.691,1.160
0.417,0.718,-0.375,-49.927,20.569,0.977
0.417,0.712,-0.377,-48.767,21.362,-0.244
0.410,0.714,-0.375,-47.607,22.705,-1.099
0.409,0.702,-0.376,-47.363,23.743,-1.831
0.420,0.691,-0.369,-47.791,25.757,-2.197
0.416,0.683,-0.383,-48.462,29.114,-2.075
0.408,0.673,-0.394,-48.828,32.471,-1.526
0.400,0.671,-0.393,-50.049,32.959,-0.854
0.387,0.669,-0.402,-52.429,27.832,-0.122
0.381,0.663,-0.412,-56.335,18.738,0.061
0.384,0.659,-0.423,-60.608,8.301,-0.793
0.393,0.652,-0.444,-63.171,1.770,-1.770

-0.190,0.379,2.661,117.065,-123.962,-6.226
-0.223,0.421,2.830,97.717,-119.324,-12.939
-0.233,0.485,2.861,64.148,-109.619,-18.066
-0.188,0.534,2.757,23.193,-90.637,-19.531
-0.149,0.531,2.505,-15.137,-58.411,-16.113
-0.115,0.440,2.190,-44.922,-18.066,-12.146
-0.078,0.423,1.878,-61.523,19.958,-10.498
-0.065,0.433,1.570,-71.350,51.575,-9.216
-0.037,0.470,1.326,-81.116,74.219,-6.165
-0.033,0.489,1.093,-89.844,85.388,-3.296
-0.040,0.505,0.919,-95.764,87.463,-2.380
-0.044,0.527,0.836,-98.877,83.313,-3.906
-0.011,0.543,0.790,-98.267,72.754,-8.667
0.032,0.579,0.754,-97.107,58.289,-13.184
0.080,0.590,0.710,-99.854,43.640,-14.465
0.137,0.589,0.716,-105.042,34.668,-15.137
0.186,0.597,0.701,-109.314,32.410,-16.357
0.218,0.599,0.635,-112.000,36.255,-15.686
0.236,0.600,0.571,-114.929,44.128,-13.062
0.236,0.606,0.504,-116.089,52.490,-11.230
0.237,0.626,0.442,-115.479,59.021,-11.108
0.252,0.653,0.361,-112.244,63.843,-11.108
0.236,0.679,0.303,-109.009,66.223,-12.329
0.270,0.695,0.292,-107.605,65.613,-12.512
0.310,0.699,0.290,-106.079,58.777,-12.451
0.339,0.710,0.274,-106.628,47.791,-12.573
0.370,0.711,0.264,-109.131,39.063,-12.512
0.406,0.700,0.261,-110.229,34.302,-11.841
0.445,0.692,0.259,-107.361,35.645,-10.254
0.470,0.719,0.254,-104.431,42.419,-8.301
0.452,0.766,0.215,-103.516,50.537,-5.005
0.399,0.769,0.152,-102.295,55.359,-1.831
0.386,0.766,0.108,-99.182,57.312,-0.549
0.384,0.773,0.153,-97.595,56.335,-1.709
0.418,0.761,0.132,-98.633,46.814,-0.305
0.416,0.777,0.133,-100.037,33.630,2.258
0.416,0.785,0.132,-104.736,21.912,4.822
0.419,0.791,0.130,-108.521,13.611,7.019
0.431,0.786,0.105,-106.262,13.489,8.728
0.414,0.806,0.063,-99.243,23.376,9.583
0.375,0.823,0.006,-89.783,40.405,9.338
0.373,0.812,-0.025,-80.322,58.472,8.789
0.398,0.775,-0.000,-73.303,72.571,6.958
0.382,0.788,0.001,-72.571,73.486,5.920
0.379,0.812,-0.042,-73.425,65.186,6.104
0.367,0.788,-0.082,-71.777,51.758,6.836
0.374,0.782,-0.098,-71.228,40.039,5.737
0.411,0.787,-0.073,-70.190,32.471,3.540
0.402,0.787,-0.112,-66.650,27.893,2.075
0.411,0.801,-0.165,-59.387,33.020,-1.282
0.431,0.817,-0.182,-54.932,47.546,-3.174
0.413,0.819,-0.180,-53.833,61.768,-2.991
0.394,0.822,-0.194,-56.946,69.092,-0.610
0.388,0.816,-0.230,-59.937,67.261,2.197
0.371,0.815,-0.266,-62.988,57.190,4.456
0.372,0.811,-0.289,-64.453,44.250,5.432
0.400,0.803,-0.278,-63.721,32.532,4.639
0.412,0.812,-0.269,-62.256,22.156,4.089
0.411,0.829,-0.270,-60.852,15.259,3.723
0.418,0.826,-0.267,-58.350,13.672,2.258
0.419,0.845,-0.275,-56.213,17.883,0.244
0.412,0.851,-0.294,-53.345,24.841,-0.488
0.415,0.841,-0.313,-50.171,32.898,-0.305
0.417,0.824,-0.314,-48.096,39.978,1.099
0.392,0.833,-0.306,-48.279,42.175,4.211
0.348,0.865,-0.335,-49.805,38.086,6.958
0.338,0.879,-0.362,-49.927,32.227,7.019
0.332,0.879,-0.366,-49.988,27.222,5.371
0.331,0.871,-0.355,-48.279,21.667,3.052
0.359,0.853,-0.353,-43.274,17.578,0.305
0.371,0.845,-0.369,-40.039,18.005,-1.709
0.370,0.845,-0.382,-39.246,21.484,-2.258
0.384,0.842,-0.366,-36.377,23.987,-2.197
0.372,0.842,-0.354,-35.339,26.611,-2.014
0.370,0.825,-0.339,-35.583,29.358,-2.319
0.382,0.830,-0.316,-36.377,30.273,-3.174
0.381,0.824,-0.310,-36.499,28.748,-3.906
0.391,0.825,-0.290,-37.415,26.367,-4.395
0.388,0.820,-0.275,-41.443,20.996,-3.967
0.371,0.814,-0.293,-46.326,11.292,-3.174
0.370,0.819,-0.319,-51.453,2.686,-2.808
0.365,0.824,-0.335,-52.795,0.183,-2.136
0.377,0.819,-0.369,-53.406,4.211,-0.122
0.370,0.802,-0.408,-53.223,13.367,2.869
0.360,0.787,-0.428,-51.270,26.550,4.639
0.349,0.785,-0.426,-48.218,39.429,4.578
0.333,0.755,-0.409,-43.091,47.058,2.197
0.334,0.734,-0.394,-38.757,47.302,-1.892
0.327,0.774,-0.404,-36.743,41.443,-7.568
0.319,0.811,-0.413,-36.926,33.691,-10.132
0.328,0.799,-0.391,-39.246,26.428,-8.789
0.344,0.793,-0.385,-42.358,19.409,-6.287
0.343,0.787,-0.397,-43.701,14.282,-3.174
0.333,0.783,-0.412,-43.457,12.573,-0.793
0.323,0.779,-0.430,-42.786,11.841,0.183
0.327,0.763,-0.420,-41.809,14.160,-0.183
0.335,0.746,-0.411,-40.955,16.846,-0.732
0.339,0.750,-0.440,-41.321,17.761,-1.709
0.329,0.756,-0.460,-40.894,20.752,-2.258
0.325,0.745,-0.478,-38.452,27.222,-2.991
0.329,0.728,-0.476,-34.302,34.973,-5.981
0.340,0.710,-0.461,-31.067,40.222,-10.071
0.353,0.714,-0.459,-31.128,40.833,-12.268
0.360,0.716,-0.464,-33.508,36.743,-10.254
0.347,0.725,-0.484,-37.659,29.297,-4.883
0.334,0.731,-0.509,-41.931,21.851,-2.197
0.320,0.734,-0.524,-44.983,17.273,-1.831
0.312,0.753,-0.551,-45.593,16.724,-2.441
0.314,0.751,-0.579,-45.166,18.738,-4.272
0.288,0.757,-0.565,-47.913,18.677,-9.827
0.302,0.752,-0.571,-49.866,17.883,-11.902
0.307,0.717,-0.557,-47.607,18.860,-14.648
0.337,0.686,-0.552,-44.800,20.142,-16.968
0.362,0.667,-0.548,-44.556,20.203,-16.663
0.373,0.652,-0.555,-46.814,19.470,-12.085
0.357,0.661,-0.584,-50.110,18.311,-6.531
0.340,0.659,-0.609,-52.429,18.494,-2.075
0.317,0.654,-0.611,-51.147,19.714,-1.160
0.316,0.653,-0.601,-47.241,19.470,-2.136

0.181,0.265,2.544,87.463,-166.016,-41.687
0.243,0.274,2.820,72.327,-137.390,-38.025
0.258,0.322,2.901,49.011,-98.328,-34.790
0.297,0.323,2.778,19.470,-48.218,-30.823
0.369,0.265,2.488,-12.085,8.118,-24.475
0.416,0.177,2.169,-38.269,59.143,-15.076
0.442,0.183,1.834,-58.777,94.116,-5.920
0.439,0.218,1.479,-80.200,111.328,2.319
0.469,0.211,1.100,-99.609,108.521,12.573
0.418,0.264,0.755,-112.610,91.675,19.043
0.371,0.321,0.513,-112.915,76.782,19.775
0.371,0.395,0.405,-99.487,68.176,16.296
0.397,0.503,0.407,-84.045,61.523,11.353
0.404,0.586,0.469,-76.965,53.406,9.155
0.401,0.645,0.503,-76.111,42.908,9.033
0.399,0.653,0.516,-75.317,36.743,9.583
0.431,0.671,0.508,-74.524,38.391,10.376
0.418,0.709,0.436,-75.500,39.734,13.245
0.377,0.721,0.359,-76.355,38.757,17.578
0.342,0.748,0.321,-73.181,40.405,18.555
0.313,0.786,0.300,-67.505,41.565,16.479
0.294,0.801,0.273,-63.232,36.682,14.465
0.289,0.809,0.282,-61.157,30.151,11.597
0.308,0.804,0.310,-58.716,23.499,8.179
0.326,0.802,0.324,-56.824,16.785,5.981
0.343,0.799,0.356,-55.359,13.550,3.418
0.365,0.790,0.408,-53.467,14.893,1.953
0.379,0.782,0.446,-52.856,15.320,1.221
0.401,0.770,0.481,-53.833,15.442,0.977
0.400,0.763,0.495,-54.626,16.846,1.526
0.403,0.761,0.485,-55.481,19.531,2.319
0.395,0.750,0.452,-57.251,19.836,2.808
0.396,0.737,0.427,-57.983,18.677,2.930
0.413,0.737,0.410,-57.129,18.188,1.526
0.420,0.748,0.396,-57.068,18.066,1.465
0.404,0.748,0.359,-57.739,15.747,2.808
0.392,0.751,0.338,-58.411,13.611,2.930
0.395,0.764,0.337,-57.556,12.329,2.014
0.402,0.775,0.319,-57.007,11.108,1.343
0.391,0.775,0.278,-57.617,11.414,1.160
0.391,0.771,0.248,-56.763,11.963,1.709
0.377,0.780,0.228,-54.993,10.254,1.221
0.368,0.789,0.231,-53.101,6.531,0.122
0.379,0.794,0.245,-52.185,0.793,-1.587
0.409,0.797,0.257,-53.040,-4.089,-1.770
0.430,0.802,0.235,-55.420,-6.958,0.427
0.423,0.806,0.195,-55.603,-3.967,2.930
0.418,0.807,0.186,-51.758,6.348,3.784
0.411,0.827,0.194,-46.753,18.188,3.540
0.398,0.839,0.191,-42.908,26.733,3.296
0.381,0.841,0.180,-41.260,30.273,2.991
0.376,0.843,0.166,-39.856,30.273,2.380
0.366,0.844,0.161,-38.818,26.367,0.671
0.374,0.846,0.171,-39.001,19.470,-0.793
0.391,0.853,0.180,-41.016,10.254,-1.160
0.394,0.855,0.180,-44.556,0.671,-0.854
0.411,0.850,0.159,-47.791,-6.470,-0.488
0.423,0.846,0.132,-48.096,-8.850,-0.122
0.430,0.849,0.121,-45.227,-4.822,-0.366
0.434,0.853,0.117,-40.771,3.662,-1.099
0.439,0.852,0.132,-36.194,13.794,-1.587
0.427,0.860,0.137,-32.959,21.545,-0.977
0.416,0.857,0.131,-33.325,18.066,-1.587
0.427,0.850,0.142,-33.997,13.489,-1.892
0.427,0.855,0.150,-35.828,7.629,-1.526
0.421,0.855,0.142,-38.208,1.404,-0.916
0.433,0.845,0.144,-39.490,-1.404,-0.610
0.445,0.839,0.144,-39.551,-1.343,-0.183
0.447,0.840,0.141,-38.391,1.648,0.122
0.449,0.839,0.134,-36.804,7.263,0.183
0.443,0.835,0.136,-35.156,12.451,0.488
0.439,0.846,0.133,-34.241,15.015,0.244
0.439,0.848,0.128,-33.386,18.005,-0.366
0.433,0.844,0.124,-33.142,21.057,-0.427
0.422,0.844,0.113,-33.386,22.156,0.061
0.418,0.846,0.110,-34.180,21.118,0.793
0.407,0.853,0.103,-35.889,17.395,1.160
0.404,0.849,0.095,-38.025,11.658,0.977
0.406,0.843,0.098,-40.283,6.104,0.549
0.405,0.843,0.087,-41.565,1.587,-0.183
0.406,0.839,0.079,-41.992,-0.549,-1.099
0.410,0.837,0.077,-41.504,1.099,-1.831
0.408,0.837,0.083,-39.856,5.859,-2.075
0.404,0.840,0.085,-38.330,11.292,-2.380
0.408,0.837,0.073,-37.842,16.968,-2.991
0.416,0.827,0.066,-37.598,22.949,-2.869
0.422,0.830,0.068,-37.842,28.748,-2.319
0.420,0.835,0.061,-39.490,31.494,-1.648
0.419,0.834,0.050,-41.870,31.128,-0.305
0.414,0.832,0.042,-44.617,29.236,0.916
0.417,0.835,0.040,-46.143,27.466,1.038
0.419,0.832,0.043,-46.814,26.550,0.366
0.423,0.828,0.058,-47.913,26.184,0.122
0.426,0.824,0.072,-49.866,25.085,0.061
0.416,0.821,0.067,-52.795,21.851,0.427
0.406,0.813,0.056,-55.176,17.944,-0.244
0.414,0.797,0.051,-57.495,13.977,-0.916
0.423,0.792,0.031,-59.753,9.766,-1.770
0.427,0.785,-0.001,-61.279,9.338,-2.014
0.435,0.774,-0.012,-60.425,14.587,-1.953
0.439,0.773,-0.012,-58.228,23.560,-1.831
0.434,0.771,-0.031,-56.396,33.752,-1.892
0.427,0.766,-0.036,-54.810,44.556,-1.587
0.415,0.769,-0.045,-54.382,51.636,-1.221
0.394,0.761,-0.066,-55.908,52.734,-0.732
0.395,0.750,-0.080,-59.326,47.791,-0.122
0.385,0.745,-0.107,-64.392,37.354,0.427
0.384,0.743,-0.132,-68.665,25.085,0.793
0.386,0.739,-0.149,-72.510,15.076,0.061
0.401,0.735,-0.159,-74.341,9.033,-1.099
0.406,0.737,-0.167,-75.134,6.897,-1.770
0.408,0.731,-0.173,-74.646,10.132,-2.197
0.405,0.713,-0.174,-72.632,17.517,-2.930
0.399,0.695,-0.186,-70.190,25.635,-4.944
0.394,0.685,-0.216,-68.604,31.616,-7.446
0.382,0.682,-0.275,-68.787,33.997,-8.362
0.367,0.683,-0.315,-70.068,33.325,-7.874
0.358,0.691,-0.362,-73.486,28.503,-6.226
0.360,0.700,-0.374,-77.820,19.836,-4.150

0.230,0.407,2.041,53.345,-54.871,-20.508
0.254,0.385,2.121,43.579,-23.560,-17.517
0.284,0.401,2.113,29.114,7.446,-14.893
0.308,0.393,2.009,7.935,29.846,-9.033
0.310,0.372,1.820,-16.296,39.368,-0.793
0.309,0.373,1.555,-39.490,41.260,6.592
0.293,0.392,1.273,-57.190,41.016,12.207
0.305,0.407,0.983,-67.932,41.016,14.282
0.310,0.439,0.700,-71.838,41.260,12.634
0.311,0.484,0.463,-70.862,43.579,11.414
0.317,0.518,0.338,-65.613,46.936,10.986
0.328,0.561,0.325,-56.274,48.950,9.827
0.349,0.611,0.377,-46.021,48.645,7.996
0.369,0.658,0.458,-38.269,44.983,5.798
0.412,0.683,0.516,-35.828,40.405,4.700
0.430,0.686,0.532,-37.903,34.729,6.409
0.434,0.679,0.559,-40.405,30.762,9.216
0.438,0.669,0.614,-39.795,30.334,10.132
0.447,0.669,0.674,-37.720,31.250,10.559
0.461,0.662,0.741,-38.147,31.128,11.475
0.465,0.661,0.786,-41.138,30.273,12.817
0.435,0.656,0.796,-42.419,30.273,14.221
0.406,0.660,0.802,-42.114,32.410,14.709
0.373,0.671,0.799,-41.992,34.668,13.123
0.341,0.676,0.790,-42.786,36.560,11.047
0.325,0.678,0.775,-44.617,35.278,9.399
0.320,0.678,0.743,-48.828,29.907,7.568
0.341,0.675,0.706,-53.955,24.292,6.836
0.353,0.686,0.642,-59.387,20.142,7.324
0.345,0.695,0.557,-63.538,17.273,8.362
0.340,0.695,0.497,-64.453,17.822,8.423
0.341,0.705,0.473,-62.134,20.081,6.958
0.342,0.719,0.466,-58.655,22.583,4.700
0.341,0.726,0.453,-55.847,23.804,2.502
0.337,0.722,0.450,-53.406,25.085,0.854
0.340,0.715,0.440,-51.880,25.085,-0.610
0.342,0.714,0.423,-51.575,22.461,-1.282
0.349,0.706,0.419,-51.880,18.982,-2.014
0.365,0.714,0.430,-52.002,15.686,-2.197
0.374,0.718,0.435,-53.040,12.573,-2.258
0.389,0.725,0.446,-54.932,10.742,-2.075
0.399,0.729,0.435,-57.068,9.644,-1.343
0.412,0.729,0.411,-58.228,9.338,-0.488
0.421,0.727,0.380,-57.434,11.353,0.000
0.427,0.737,0.358,-54.199,16.418,-0.122
0.423,0.747,0.344,-49.805,21.912,-0.488
0.419,0.760,0.356,-45.898,26.245,-1.404
0.408,0.776,0.355,-44.067,26.672,-1.709
0.409,0.784,0.348,-45.288,22.034,-1.404
0.410,0.786,0.334,-47.852,14.404,-1.099
0.408,0.795,0.327,-50.476,6.104,-0.916
0.411,0.805,0.331,-52.246,0.854,-0.916
0.424,0.806,0.314,-52.612,-1.099,-1.587
0.427,0.794,0.280,-52.490,0.671,-1.709
0.429,0.790,0.265,-49.377,5.737,-1.526
0.430,0.800,0.255,-44.312,12.207,-2.014
0.434,0.808,0.267,-39.917,20.081,-2.380
0.437,0.813,0.279,-36.865,27.527,-2.686
0.428,0.820,0.283,-35.461,31.921,-2.930
0.423,0.816,0.279,-36.133,32.043,-2.625
0.427,0.816,0.271,-38.513,26.978,-2.197
0.422,0.817,0.255,-41.565,18.250,-1.892
0.417,0.819,0.249,-44.434,10.132,-1.648
0.416,0.817,0.233,-45.593,4.333,-1.892
0.422,0.816,0.219,-45.288,0.854,-2.380
0.443,0.814,0.210,-44.373,1.038,-3.357
0.457,0.809,0.189,-42.480,4.822,-3.906
0.465,0.803,0.178,-39.612,11.963,-4.028
0.469,0.807,0.175,-35.828,19.226,-4.272
0.472,0.815,0.178,-33.081,25.757,-4.761
0.468,0.818,0.180,-31.799,29.602,-4.578
0.461,0.822,0.172,-32.288,28.870,-3.662
0.452,0.820,0.154,-33.936,23.499,-2.808
0.446,0.822,0.145,-35.095,15.564,-2.747
0.457,0.819,0.148,-35.400,8.423,-3.845
0.473,0.814,0.158,-35.950,1.892,-4.517
0.474,0.817,0.166,-36.682,-2.991,-4.456
0.481,0.818,0.170,-37.659,-5.859,-4.150
0.484,0.813,0.167,-37.842,-6.775,-3.723
0.495,0.811,0.172,-36.865,-3.479,-3.418
0.499,0.821,0.179,-34.912,4.089,-2.625
0.486,0.824,0.172,-33.630,12.512,-2.014
0.475,0.822,0.158,-33.630,18.372,-1.404
0.470,0.820,0.146,-33.508,21.057,-1.343
0.462,0.822,0.132,-32.837,21.606,-1.221
0.464,0.825,0.125,-32.227,21.240,-1.648
0.466,0.829,0.120,-32.349,20.020,-2.075
0.465,0.828,0.111,-32.532,18.250,-2.136
0.464,0.830,0.105,-33.081,16.174,-2.136
0.469,0.828,0.102,-33.936,14.587,-2.136
0.471,0.830,0.100,-34.607,13.916,-2.136
0.476,0.823,0.083,-34.973,13.672,-2.075
0.474,0.819,0.074,-35.339,13.916,-1.648
0.473,0.821,0.068,-34.607,14.465,-1.526
0.476,0.821,0.064,-34.546,15.381,-1.831
0.481,0.819,0.061,-34.363,16.113,-1.953
0.481,0.818,0.051,-34.241,15.930,-1.831
0.491,0.818,0.042,-33.875,16.479,-1.953
0.498,0.820,0.035,-33.142,18.372,-1.831
0.500,0.825,0.032,-32.593,20.691,-1.404
0.501,0.821,0.026,-33.020,22.034,-0.610
0.502,0.824,0.020,-33.997,20.691,0.854
0.489,0.831,0.012,-35.828,16.846,2.380
0.479,0.836,0.000,-37.720,12.878,2.869
0.477,0.826,-0.014,-37.476,9.583,2.258
0.480,0.832,-0.019,-36.621,7.874,1.160
0.478,0.829,-0.031,-35.583,7.874,0.366
0.481,0.824,-0.027,-33.997,10.071,-0.671
0.492,0.823,-0.031,-32.288,12.939,-1.648
0.493,0.823,-0.041,-31.494,16.235,-1.526
0.491,0.819,-0.045,-30.396,20.813,-0.916
0.485,0.825,-0.043,-29.297,25.269,-0.488
0.492,0.819,-0.049,-29.358,27.283,0.000
0.488,0.822,-0.044,-31.067,27.466,1.282
0.474,0.827,-0.060,-33.508,25.391,2.808
0.466,0.823,-0.084,-34.180,22.949,3.113
0.463,0.815,-0.090,-33.447,20.874,2.258
0.466,0.820,-0.082,-32.654,18.616,0.977
0.473,0.821,-0.081,-32.532,15.564,0.183

0.102,0.604,1.781,14.221,-48.462,-6.592
0.099,0.557,1.751,-2.625,-21.729,-2.441
0.122,0.521,1.690,-12.573,4.150,-0.549
0.139,0.511,1.583,-21.057,24.292,1.160
0.137,0.514,1.458,-34.119,36.011,3.662
0.138,0.510,1.282,-48.218,39.612,5.920
0.153,0.505,1.084,-60.181,39.368,6.836
0.168,0.503,0.894,-66.589,38.879,6.592
0.178,0.513,0.758,-69.031,39.001,5.981
0.187,0.543,0.700,-69.336,38.208,4.761
0.207,0.576,0.702,-68.542,35.461,3.601
0.210,0.618,0.728,-68.604,31.372,2.625
0.222,0.649,0.752,-69.946,27.222,2.319
0.225,0.669,0.751,-71.655,26.062,1.892
0.222,0.671,0.732,-71.533,28.198,0.977
0.225,0.683,0.725,-69.275,32.837,-0.916
0.239,0.704,0.704,-67.505,38.025,-2.441
0.253,0.718,0.644,-69.031,41.870,-2.808
0.262,0.714,0.577,-72.510,43.091,-2.197
0.274,0.720,0.540,-74.951,42.664,-1.526
0.284,0.736,0.511,-74.219,41.443,-1.221
0.286,0.753,0.480,-72.388,39.063,-1.587
0.295,0.761,0.449,-70.313,35.461,-2.197
0.306,0.762,0.433,-68.237,32.349,-3.418
0.323,0.770,0.439,-66.223,31.616,-5.127
0.343,0.767,0.426,-64.087,31.677,-5.920
0.349,0.764,0.428,-62.317,34.424,-5.676
0.354,0.763,0.432,-60.852,38.208,-5.249
0.369,0.759,0.388,-60.669,38.879,-4.150
0.362,0.761,0.335,-63.232,38.635,-2.075
0.347,0.761,0.281,-65.186,36.194,-0.183
0.341,0.766,0.251,-63.232,33.264,-0.366
0.350,0.780,0.250,-58.960,31.006,-1.953
0.359,0.796,0.240,-55.054,27.832,-2.319
0.349,0.804,0.230,-52.612,25.818,-2.869
0.352,0.802,0.240,-49.194,26.123,-4.089
0.362,0.807,0.261,-45.410,27.283,-5.493
0.385,0.808,0.263,-43.579,26.611,-5.737
0.391,0.810,0.252,-44.128,26.672,-5.066
0.387,0.799,0.243,-43.213,27.405,-4.150
0.400,0.803,0.239,-41.748,26.428,-3.662
0.400,0.817,0.229,-41.931,23.376,-2.380
0.388,0.829,0.219,-42.969,21.118,-1.160
0.371,0.833,0.204,-41.870,21.301,-0.854
0.368,0.836,0.207,-38.574,21.973,-1.770
0.372,0.846,0.224,-36.377,20.935,-2.319
0.373,0.849,0.236,-35.400,18.799,-2.380
0.373,0.852,0.247,-35.706,16.052,-2.441
0.377,0.849,0.255,-36.194,12.329,-2.319
0.377,0.844,0.254,-37.048,7.263,-2.319
0.386,0.846,0.249,-38.208,2.502,-2.258
0.390,0.844,0.231,-38.757,0.000,-2.197
0.386,0.844,0.225,-37.109,3.906,-2.136
0.385,0.847,0.228,-33.997,11.230,-2.258
0.378,0.856,0.234,-31.433,17.822,-2.319
0.369,0.863,0.238,-30.273,22.766,-2.563
0.368,0.860,0.242,-29.907,24.902,-2.808
0.369,0.863,0.250,-30.640,23.743,-3.174
0.368,0.866,0.251,-32.532,18.921,-2.869
0.370,0.860,0.240,-35.828,10.986,-2.441
0.375,0.859,0.228,-38.757,3.479,-2.319
0.382,0.851,0.214,-39.246,-0.549,-2.869
0.392,0.850,0.207,-37.476,1.038,-4.150
0.399,0.845,0.202,-34.546,6.104,-5.127
0.411,0.843,0.203,-32.898,12.390,-5.127
0.421,0.844,0.209,-32.471,19.531,-4.272
0.416,0.849,0.209,-31.616,28.625,-2.930
0.409,0.848,0.202,-30.823,35.583,-2.258
0.403,0.847,0.197,-31.494,37.659,-2.014
0.391,0.854,0.185,-33.203,34.729,-1.404
0.380,0.855,0.162,-35.034,28.381,-0.732
0.369,0.856,0.143,-37.170,20.264,-0.916
0.363,0.855,0.123,-38.391,12.146,-1.770
0.360,0.858,0.107,-38.330,6.042,-2.441
0.372,0.857,0.097,-38.330,2.502,-3.906
0.389,0.856,0.095,-37.354,3.540,-5.432
0.401,0.852,0.096,-35.339,8.972,-6.287
0.412,0.852,0.097,-33.325,15.503,-6.836
0.420,0.851,0.099,-32.959,20.386,-6.409
0.419,0.851,0.099,-33.081,23.071,-5.676
0.420,0.849,0.093,-33.020,23.926,-5.371
0.422,0.852,0.087,-33.936,23.315,-4.761
0.413,0.850,0.073,-35.217,21.118,-3.662
0.408,0.852,0.066,-35.828,18.860,-3.662
0.410,0.852,0.062,-36.377,16.479,-4.150
0.413,0.854,0.052,-37.170,13.916,-4.089
0.411,0.855,0.039,-38.208,12.756,-4.517
0.418,0.844,0.048,-38.879,14.282,-5.066
0.429,0.842,0.026,-37.415,16.052,-5.371
0.436,0.839,0.012,-35.522,19.958,-5.737
0.442,0.843,0.026,-34.424,25.635,-4.944
0.432,0.849,0.013,-34.180,28.381,-3.601
0.431,0.843,0.000,-34.607,29.053,-3.357
0.438,0.846,0.002,-35.156,30.029,-3.174
0.441,0.847,0.001,-35.400,28.870,-2.808
0.440,0.847,-0.003,-36.255,26.123,-2.563
0.439,0.848,0.000,-37.903,22.888,-2.319
0.436,0.846,-0.005,-39.673,18.677,-2.075
0.432,0.843,-0.024,-41.077,13.611,-2.075
0.434,0.835,-0.030,-42.358,11.902,-2.136
0.441,0.832,-0.030,-41.870,13.489,-2.197
0.444,0.833,-0.034,-40.955,16.968,-2.258
0.450,0.829,-0.040,-40.588,22.278,-2.197
0.447,0.826,-0.056,-39.978,28.931,-2.136
0.434,0.820,-0.074,-38.391,35.217,-2.075
0.426,0.820,-0.079,-37.415,39.429,-2.075
0.416,0.827,-0.083,-37.476,39.612,-2.197
0.407,0.818,-0.093,-38.513,36.072,-2.197
0.406,0.818,-0.090,-40.833,30.334,-2.197
0.400,0.817,-0.094,-43.701,21.912,-2.197
0.396,0.819,-0.099,-46.326,13.672,-2.136
0.403,0.813,-0.111,-48.889,7.263,-2.319
