aX,aY,aZ,gX,gY,gZ
-0.130,-0.042,1.077,-0.488,0.977,-2.319
-0.115,-0.022,1.078,0.122,10.986,-2.197
-0.099,-0.015,1.079,0.916,24.353,-2.258
-0.083,-0.020,1.061,-1.221,31.616,-2.502
-0.070,-0.009,1.020,-4.883,31.494,-2.991
-0.063,0.002,0.980,-8.911,27.588,-3.479
-0.040,0.000,0.941,-10.864,21.851,-4.333
-0.020,-0.006,0.912,-11.597,14.038,-4.639
-0.005,0.005,0.903,-9.888,7.568,-4.517
0.001,0.017,0.919,-7.446,4.578,-4.272
0.010,0.024,0.917,-6.226,2.686,-4.639
0.018,0.020,0.912,-5.066,1.465,-4.639
0.023,0.013,0.920,-2.808,3.418,-3.113
0.020,0.012,0.936,1.770,9.521,-0.854
0.007,0.015,0.956,6.409,16.724,2.258
-0.006,0.014,0.975,7.202,18.188,4.700
-0.025,0.013,0.991,4.761,13.428,6.470
-0.036,0.014,0.997,2.075,6.836,6.653
-0.034,0.010,1.002,1.526,1.282,5.737
-0.035,0.011,1.020,1.953,-1.770,4.883
-0.043,0.011,1.050,2.686,-3.479,4.578
-0.048,0.010,1.078,2.197,-5.432,4.272
-0.062,0.002,1.101,0.183,-7.324,4.150
-0.074,0.002,1.121,-1.404,-7.324,3.845
-0.082,0.000,1.119,-2.136,-6.165,3.418
-0.076,-0.003,1.123,-3.357,-4.211,2.686
-0.075,-0.013,1.125,-3.479,-1.892,2.502
-0.074,-0.011,1.122,-2.319,1.282,1.770
-0.068,-0.017,1.116,-1.465,4.883,0.793
-0.066,-0.029,1.107,-1.831,5.981,0.183
-0.052,-0.040,1.098,-2.441,5.371,0.122
-0.051,-0.044,1.093,-2.869,4.272,0.244
-0.048,-0.047,1.078,-2.502,4.028,-0.061
-0.041,-0.050,1.072,-1.770,5.127,-0.977
-0.024,-0.051,1.068,-2.136,5.737,-1.465
-0.006,-0.048,1.056,-3.662,3.845,-0.122
-0.007,-0.045,1.039,-5.493,1.770,2.686
-0.015,-0.043,1.031,-5.615,2.136,5.310
-0.027,-0.037,1.034,-4.150,5.188,6.897
-0.047,-0.032,1.046,-2.258,7.812,7.629
-0.062,-0.020,1.044,-2.319,7.568,8.301
-0.081,-0.008,1.036,-3.662,4.333,8.118
-0.086,-0.000,1.023,-4.944,0.977,7.324
-0.083,0.001,1.012,-4.333,-1.038,6.226
-0.080,0.014,1.005,-2.686,-2.563,5.127
-0.074,0.017,1.005,-1.892,-4.517,3.967
-0.073,0.008,1.008,-2.686,-6.836,3.357
-0.075,0.006,1.019,-2.502,-7.568,3.174
-0.083,0.003,1.033,-1.099,-5.493,3.723
-0.094,-0.003,1.044,0.183,-2.563,3.906
-0.101,-0.002,1.050,1.221,0.183,3.967
-0.105,-0.000,1.048,1.953,2.625,3.967
-0.105,-0.001,1.042,1.648,4.272,3.540
-0.103,-0.005,1.032,1.892,5.188,3.479
-0.101,-0.008,1.025,2.502,5.432,2.869
-0.097,-0.012,1.025,2.991,5.127,2.319
-0.094,-0.010,1.027,3.235,4.150,1.892
-0.096,-0.005,1.032,3.113,3.357,1.831
-0.094,-0.006,1.037,2.380,4.150,1.404
-0.084,-0.010,1.045,1.526,4.761,0.610
-0.077,-0.010,1.041,-0.671,3.662,0.122
-0.080,-0.013,1.037,-3.235,1.709,-0.061
-0.078,-0.010,1.025,-4.333,0.610,-0.671
-0.076,-0.011,1.022,-4.578,0.671,-1.099
-0.068,-0.015,1.020,-4.272,1.038,-0.977
-0.062,-0.022,1.016,-3.662,1.709,-0.549
-0.056,-0.023,1.013,-2.380,2.808,0.732
-0.056,-0.021,1.013,-0.366,4.456,1.953
-0.053,-0.015,1.018,1.099,6.531,2.258
-0.049,-0.011,1.019,1.526,7.996,2.258
-0.051,-0.003,1.017,1.160,7.996,2.686
-0.054,-0.001,1.015,-0.244,7.080,2.991
-0.063,-0.002,1.016,-1.709,5.737,2.686
-0.064,-0.005,1.014,-2.625,3.906,2.380
-0.069,-0.003,1.015,-3.052,2.014,2.014
-0.072,-0.005,1.016,-2.563,1.465,1.709
-0.068,-0.008,1.020,-1.099,2.197,1.587
-0.065,-0.004,1.027,1.160,3.540,1.465
-0.069,0.000,1.042,2.930,5.249,1.587
-0.068,0.005,1.050,3.296,5.798,1.465

-0.946,0.242,-1.732,9.094,-246.826,67.871
-1.039,0.283,-1.888,6.775,-370.361,73.425
-1.127,0.383,-2.070,-1.709,-534.668,75.439
-1.151,0.424,-2.142,-11.902,-739.563,70.313
-1.140,0.337,-2.097,-21.545,-975.220,66.284
-1.184,0.136,-1.921,-28.809,-1222.717,73.730
-1.402,-0.102,-1.795,-34.424,-1450.684,100.769
-1.881,-0.195,-1.506,-25.879,-1606.934,145.874
-2.093,-0.039,-1.248,8.667,-1673.401,171.692
-2.259,0.133,-1.023,56.641,-1675.537,135.498
-2.259,0.007,-0.440,118.774,-1607.788,43.030
-2.136,-0.178,0.544,208.374,-1456.543,-72.632
-1.556,-0.140,1.449,281.677,-1235.046,-175.232
-0.882,-0.088,2.094,277.588,-995.789,-233.154
-0.331,-0.183,2.410,193.115,-796.021,-224.731
0.171,-0.301,2.471,86.975,-657.104,-152.466
0.291,-0.213,2.116,2.258,-552.551,-48.523
-0.030,-0.237,1.724,-49.011,-440.857,45.898
-0.408,-0.257,1.411,-64.697,-317.139,111.877
-0.879,-0.186,1.208,-36.682,-210.754,141.541
-1.185,-0.061,1.156,22.339,-128.296,135.742
-1.201,0.029,1.411,91.003,-71.411,103.088
-0.952,0.071,1.687,129.578,-45.532,60.364
-0.658,0.032,1.793,117.981,-49.072,27.893
-0.442,-0.064,1.715,81.360,-58.533,12.085
-0.268,-0.159,1.592,52.246,-49.622,5.066
-0.127,-0.237,1.485,36.316,-22.766,4.578
-0.063,-0.268,1.373,23.926,3.662,12.024
-0.041,-0.293,1.229,10.315,19.897,22.400
-0.042,-0.314,1.072,-1.770,20.203,25.635
-0.008,-0.294,0.961,-9.338,7.568,20.691
0.019,-0.245,0.915,-12.268,-6.714,13.306
0.076,-0.196,0.908,-10.437,-11.902,8.057
0.108,-0.139,0.902,-6.897,-7.080,5.737
0.128,-0.105,0.884,-4.761,2.136,5.188
0.142,-0.094,0.859,-5.127,9.888,6.470
0.139,-0.079,0.831,-6.775,12.390,9.521
0.117,-0.054,0.826,-7.202,12.573,13.306
0.084,-0.030,0.853,-5.554,11.414,16.235
0.062,-0.002,0.877,-4.456,8.606,15.869
0.052,0.008,0.872,-7.019,0.854,12.268
0.051,0.025,0.858,-11.414,-9.583,8.240
0.073,0.025,0.840,-13.916,-19.104,4.456
0.093,0.020,0.827,-13.245,-25.330,1.831
0.103,0.021,0.840,-10.071,-25.757,1.282
0.108,-0.002,0.861,-4.761,-21.606,2.014
0.113,-0.018,0.882,-0.366,-18.799,3.479
0.108,-0.037,0.896,0.427,-20.752,6.592
0.088,-0.058,0.905,-0.671,-24.658,11.536
0.044,-0.077,0.941,0.427,-25.513,16.663
-0.001,-0.090,0.959,3.906,-24.780,19.592
-0.050,-0.085,1.000,5.676,-26.428,19.714
-0.080,-0.092,1.024,4.517,-32.715,18.188
-0.105,-0.098,1.065,1.160,-41.687,16.052
-0.123,-0.104,1.097,-1.404,-47.668,13.916
-0.126,-0.103,1.125,-1.404,-47.424,12.085
-0.140,-0.090,1.156,0.122,-41.321,10.620
-0.158,-0.095,1.183,2.075,-31.494,10.132
-0.170,-0.084,1.205,3.601,-21.240,10.864
-0.187,-0.069,1.209,5.127,-11.597,11.108
-0.190,-0.060,1.208,5.371,-3.784,9.399
-0.191,-0.053,1.197,2.991,-0.366,7.141
-0.189,-0.062,1.174,-1.709,-0.916,4.517
-0.174,-0.069,1.142,-5.432,-2.258,1.465
-0.144,-0.078,1.120,-6.165,-0.916,-1.587
-0.106,-0.099,1.099,-5.127,3.601,-3.540
-0.069,-0.115,1.071,-4.150,8.850,-4.395
-0.044,-0.126,1.045,-3.906,12.512,-3.723
-0.023,-0.123,1.019,-4.456,13.550,-2.625
-0.008,-0.119,0.995,-5.737,13.550,-1.892
0.002,-0.114,0.969,-6.958,11.536,-0.305
0.005,-0.110,0.950,-8.484,7.324,1.831
-0.008,-0.094,0.949,-9.583,3.174,3.662
-0.025,-0.069,0.951,-8.972,1.099,4.944
-0.024,-0.060,0.948,-8.301,0.061,4.700
-0.024,-0.050,0.948,-7.690,-1.160,4.456
-0.022,-0.040,0.944,-6.042,-1.953,4.395
-0.023,-0.035,0.952,-3.479,-0.610,4.639
-0.025,-0.031,0.955,0.122,2.563,4.822
-0.037,-0.036,0.967,3.235,5.554,5.066
-0.054,-0.036,0.989,5.493,7.385,5.432
-0.072,-0.034,1.016,6.042,6.714,6.348
-0.094,-0.027,1.043,4.578,4.028,6.531
-0.101,-0.021,1.056,1.831,0.305,5.737
-0.097,-0.028,1.054,-1.526,-3.113,5.066
-0.096,-0.038,1.050,-3.479,-4.700,4.639
-0.097,-0.045,1.047,-3.418,-3.662,3.906
-0.095,-0.058,1.040,-1.587,-0.244,3.235
-0.087,-0.062,1.040,0.854,2.991,2.502
-0.082,-0.066,1.037,2.563,5.493,1.770
-0.079,-0.072,1.040,3.418,7.446,1.526
-0.078,-0.075,1.042,3.845,8.484,1.099
-0.070,-0.077,1.045,3.723,8.240,0.183
-0.071,-0.077,1.051,1.953,7.080,-0.427
-0.066,-0.088,1.048,-1.099,4.211,-0.732
-0.058,-0.097,1.042,-4.150,0.732,-0.671
-0.057,-0.096,1.032,-5.005,-0.610,0.061
-0.056,-0.095,1.034,-3.357,0.793,0.793
-0.058,-0.086,1.041,-0.732,4.456,1.465
-0.058,-0.087,1.039,1.160,7.996,2.075
-0.054,-0.092,1.037,2.441,10.315,2.319
-0.060,-0.090,1.037,3.174,11.353,2.197
-0.061,-0.085,1.040,2.197,10.376,2.075
-0.056,-0.085,1.029,-0.732,6.409,1.892
-0.060,-0.087,1.031,-4.089,2.441,1.892
-0.062,-0.082,1.026,-5.127,0.732,2.319
-0.060,-0.078,1.025,-4.150,1.770,2.686
-0.062,-0.072,1.034,-2.502,4.333,2.747
-0.065,-0.078,1.031,-1.465,5.981,3.052
-0.066,-0.075,1.028,-0.916,5.493,3.540
-0.072,-0.065,1.032,-0.732,4.578,4.028
-0.080,-0.062,1.034,-0.366,5.066,3.906
-0.076,-0.069,1.034,0.000,5.798,3.052
-0.073,-0.065,1.037,0.610,6.531,2.563
-0.074,-0.068,1.044,0.549,6.775,2.441
-0.062,-0.059,1.052,-0.549,6.348,2.136
-0.056,-0.056,1.044,-1.953,5.005,1.648
-0.047,-0.060,1.037,-2.747,4.883,1.587
-0.044,-0.063,1.031,-2.991,5.310,2.197

-0.712,0.272,-1.777,-49.622,-235.291,43.152
-0.664,0.235,-1.868,-42.480,-321.045,28.992
-0.580,0.227,-1.970,-43.213,-440.674,18.921
-0.469,0.184,-2.027,-62.317,-608.765,20.630
-0.346,0.078,-2.019,-94.177,-821.167,36.926
-0.211,-0.061,-1.926,-122.742,-1059.204,72.388
-0.238,-0.223,-1.762,-141.296,-1291.565,132.690
-0.386,-0.303,-1.576,-148.621,-1479.980,212.341
-0.706,-0.209,-1.452,-136.902,-1594.116,289.001
-1.100,-0.036,-1.245,-96.130,-1610.901,339.050
-1.427,0.123,-0.986,-23.010,-1556.946,337.585
-1.658,0.267,-0.640,74.036,-1474.121,275.085
-1.796,0.298,-0.039,169.495,-1371.216,173.218
-1.808,0.265,0.717,240.540,-1237.244,58.289
-1.601,0.284,1.275,272.705,-1064.819,-57.800
-1.215,0.124,1.631,268.127,-853.271,-146.118
-0.522,-0.152,1.835,238.708,-642.151,-175.903
0.066,-0.198,1.932,172.607,-487.793,-129.639
0.081,-0.057,1.582,92.712,-400.635,-24.719
-0.281,0.027,1.228,33.752,-314.819,64.697
-0.652,-0.003,0.924,21.179,-210.205,107.544
-0.985,-0.011,0.840,55.603,-121.887,110.474
-1.106,0.027,0.932,102.234,-79.834,88.135
-1.005,0.064,1.080,123.596,-92.590,52.795
-0.838,0.069,1.195,104.187,-142.395,20.935
-0.655,0.009,1.192,69.763,-189.880,-0.244
-0.476,-0.071,1.205,50.232,-198.364,-13.489
-0.343,-0.175,1.258,49.316,-163.391,-16.846
-0.261,-0.234,1.318,52.979,-109.253,-5.249
-0.302,-0.241,1.358,47.607,-58.228,15.686
-0.386,-0.264,1.339,32.593,-22.888,33.325
-0.433,-0.247,1.254,15.808,-8.362,37.109
-0.457,-0.226,1.148,1.526,-12.512,30.029
-0.407,-0.147,1.068,-7.690,-26.550,18.311
-0.398,-0.133,1.094,-13.611,-33.813,4.883
-0.324,-0.118,0.998,-11.475,-36.560,-1.465
-0.291,-0.071,1.028,-10.071,-27.161,-5.920
-0.251,-0.094,1.009,-8.911,-11.047,-6.470
-0.238,-0.094,1.008,-5.737,9.460,-3.052
-0.237,-0.101,1.008,-2.808,28.259,0.610
-0.229,-0.107,0.986,-5.066,37.720,3.540
-0.220,-0.116,0.930,-10.071,38.147,5.371
-0.193,-0.098,0.913,-15.991,35.339,6.775
-0.192,-0.090,0.871,-20.752,31.677,6.348
-0.161,-0.103,0.829,-20.996,29.358,4.517
-0.142,-0.088,0.779,-16.663,26.062,1.282
-0.117,-0.074,0.766,-11.353,24.475,0.793
-0.117,-0.060,0.769,-5.005,26.611,2.380
-0.146,-0.049,0.807,1.587,31.982,5.249
-0.182,-0.040,0.847,4.639,33.569,7.385
-0.202,-0.034,0.854,1.160,23.865,7.568
-0.223,-0.027,0.873,-6.775,6.653,6.714
-0.238,-0.018,0.901,-11.780,-7.446,5.493
-0.246,-0.014,0.948,-12.207,-14.099,4.272
-0.255,-0.007,0.981,-11.108,-14.832,4.150
-0.268,-0.010,1.008,-9.888,-12.268,4.700
-0.279,-0.015,1.034,-7.690,-7.385,5.127
-0.290,-0.024,1.061,-3.662,-1.282,5.127
-0.299,-0.030,1.086,0.977,5.859,4.883
-0.303,-0.033,1.122,4.517,13.489,4.150
-0.297,-0.049,1.131,4.150,17.578,3.357
-0.286,-0.064,1.126,1.709,17.151,2.319
-0.275,-0.081,1.118,-0.732,14.343,1.709
-0.257,-0.090,1.106,-3.784,9.827,1.404
-0.249,-0.101,1.093,-7.446,5.371,0.671
-0.243,-0.116,1.079,-8.972,3.540,0.183
-0.240,-0.118,1.063,-8.301,5.371,0.488
-0.239,-0.112,1.059,-5.615,10.620,1.343
-0.231,-0.107,1.058,-2.686,16.846,2.563
-0.221,-0.099,1.045,-1.831,20.630,3.967
-0.219,-0.098,1.022,-3.906,20.264,4.944
-0.222,-0.098,1.005,-6.226,17.822,5.493
-0.217,-0.091,0.988,-7.751,13.245,6.287
-0.226,-0.077,0.986,-9.583,7.019,6.897
-0.240,-0.065,0.989,-10.864,2.380,6.653
-0.242,-0.049,0.976,-10.132,0.732,6.104
-0.245,-0.040,0.975,-8.179,0.854,5.371
-0.244,-0.032,0.981,-6.104,2.319,5.310
-0.243,-0.032,0.979,-4.211,4.150,4.883
-0.237,-0.030,0.985,-2.014,7.019,4.272
-0.229,-0.034,1.000,0.244,10.315,3.906
-0.223,-0.041,1.010,0.671,12.207,4.578
-0.224,-0.039,1.011,-0.366,12.512,5.005
-0.221,-0.043,1.002,-2.869,10.681,5.798
-0.222,-0.043,0.998,-5.005,6.958,6.531
-0.222,-0.040,0.989,-6.042,4.578,6.653
-0.218,-0.047,0.976,-5.432,4.517,6.592
-0.210,-0.043,0.974,-3.296,6.226,6.104
-0.214,-0.042,0.985,-0.488,7.996,5.676
-0.219,-0.037,0.989,0.793,9.094,5.249
-0.223,-0.033,0.992,1.099,9.705,4.028
-0.225,-0.037,0.996,0.427,9.460,3.601
-0.225,-0.037,1.000,-0.122,8.789,3.662
-0.228,-0.041,1.002,-0.366,8.545,3.479
-0.224,-0.044,1.005,-0.427,8.301,2.991
-0.218,-0.048,1.009,-0.793,6.531,3.113
-0.219,-0.047,1.013,-1.343,4.089,3.845
-0.223,-0.047,1.021,-1.587,3.418,4.211
-0.229,-0.050,1.027,-1.160,4.211,4.089
-0.236,-0.048,1.041,0.122,5.859,4.028
-0.244,-0.043,1.055,0.549,6.897,4.028
-0.246,-0.044,1.063,-0.305,7.812,3.235
-0.239,-0.036,1.059,-1.587,8.240,2.136
-0.231,-0.047,1.044,-3.113,7.507,1.160
-0.223,-0.054,1.033,-4.028,6.775,0.610
-0.214,-0.061,1.027,-3.418,6.409,-0.122
-0.207,-0.064,1.028,-2.686,6.653,-0.061
-0.201,-0.066,1.025,-2.686,6.836,0.488
-0.199,-0.060,1.019,-3.357,6.836,1.526
-0.197,-0.053,1.008,-3.479,7.263,2.563
-0.201,-0.052,1.001,-3.235,8.423,3.296
-0.199,-0.048,0.987,-2.563,9.338,3.418
-0.199,-0.050,0.977,-2.075,9.338,3.479
-0.198,-0.053,0.972,-1.465,8.484,3.052
-0.201,-0.050,0.972,-0.610,6.958,2.380
-0.205,-0.044,0.980,0.671,5.310,1.709
-0.205,-0.039,0.993,1.465,4.395,1.221
-0.202,-0.038,1.001,1.648,3.906,0.610
-0.197,-0.043,1.007,0.916,3.784,0.916

-0.258,-0.182,1.923,186.646,-647.583,-153.809
-0.032,-0.177,1.949,138.611,-507.324,-109.070
0.041,-0.177,1.718,77.454,-404.358,-54.626
-0.046,-0.259,1.437,24.963,-338.196,-0.977
-0.247,-0.255,1.221,-9.766,-289.307,44.373
-0.505,-0.231,1.116,-17.700,-242.798,75.806
-0.707,-0.166,1.072,-3.235,-200.012,86.487
-0.731,-0.120,1.038,18.738,-170.532,76.477
-0.659,-0.097,1.075,30.151,-161.072,58.044
-0.565,-0.081,1.119,31.677,-161.499,41.321
-0.475,-0.088,1.132,29.053,-156.006,31.860
-0.437,-0.097,1.161,26.123,-137.695,29.602
-0.445,-0.102,1.182,21.484,-113.159,30.762
-0.484,-0.106,1.171,15.320,-91.003,34.607
-0.543,-0.076,1.140,6.653,-75.684,39.734
-0.626,-0.050,1.108,-0.610,-66.284,42.480
-0.660,-0.008,1.068,-4.089,-62.988,37.720
-0.670,0.023,1.043,-6.897,-62.561,27.283
-0.667,0.053,1.038,-7.263,-59.143,15.686
-0.633,0.080,1.058,-2.808,-43.335,5.615
-0.611,0.096,1.120,5.737,-14.526,-1.404
-0.538,0.054,1.068,15.259,22.278,-5.615
-0.530,0.049,1.090,13.916,47.913,-6.897
-0.477,0.036,1.029,6.897,61.218,-6.653
-0.409,0.021,0.942,-1.892,63.110,-5.310
-0.358,-0.014,0.849,-12.390,57.800,-3.357
-0.325,-0.030,0.788,-17.517,51.575,-2.197
-0.296,-0.030,0.755,-13.367,49.316,-2.319
-0.246,-0.033,0.724,-7.019,47.668,-3.113
-0.216,-0.043,0.710,-1.526,46.326,-3.174
-0.204,-0.044,0.730,5.310,47.668,-2.014
-0.211,-0.032,0.780,11.414,49.622,0.610
-0.219,-0.010,0.827,12.390,47.302,3.113
-0.239,-0.000,0.841,6.287,35.706,5.249
-0.267,0.011,0.850,-2.380,20.264,6.714
-0.293,0.015,0.864,-7.874,7.935,8.179
-0.316,0.014,0.898,-9.216,1.709,9.094
-0.343,0.017,0.947,-7.385,0.488,9.949
-0.367,0.026,0.989,-3.723,2.014,10.864
-0.380,0.022,1.020,-0.732,3.845,10.254
-0.385,0.020,1.058,1.770,6.348,8.789
-0.385,0.017,1.087,4.272,9.094,7.568
-0.379,0.013,1.111,4.028,10.681,5.798
-0.367,0.005,1.115,1.282,9.338,4.272
-0.359,-0.012,1.115,-1.526,7.812,3.357
-0.353,-0.024,1.114,-2.991,8.362,2.991
-0.336,-0.030,1.102,-2.991,10.925,3.357
-0.326,-0.045,1.085,-2.625,13.245,3.906
-0.318,-0.056,1.075,-2.930,15.137,4.700
-0.316,-0.059,1.069,-2.930,16.052,5.310
-0.315,-0.061,1.069,-2.625,17.151,5.432
-0.306,-0.064,1.066,-3.784,16.418,5.798
-0.309,-0.055,1.059,-6.714,13.550,6.714
-0.309,-0.048,1.050,-9.338,10.498,6.775
-0.304,-0.043,1.041,-10.437,9.338,6.042
-0.293,-0.038,1.029,-10.315,10.010,5.371
-0.289,-0.036,1.017,-9.583,11.230,5.066
-0.289,-0.033,1.000,-8.667,12.390,5.310
-0.298,-0.018,0.989,-7.202,12.878,6.348
-0.305,-0.005,0.985,-5.676,12.817,7.263
-0.316,0.007,0.987,-4.700,12.512,7.080
-0.319,0.014,0.987,-3.967,12.756,6.104
-0.309,0.017,0.986,-3.235,14.404,4.700
-0.298,0.016,0.973,-2.686,15.747,3.784
-0.289,0.012,0.961,-2.930,16.113,3.784
-0.282,0.010,0.949,-3.845,14.648,3.723
-0.281,0.008,0.935,-4.517,12.024,3.662
-0.278,0.010,0.930,-4.272,9.583,3.113
-0.280,0.008,0.929,-3.784,7.324,2.441
-0.279,0.014,0.931,-3.662,5.249,2.502
-0.276,0.015,0.928,-3.967,2.075,3.662
-0.285,0.017,0.937,-4.272,-0.610,4.822
-0.286,0.020,0.937,-3.601,-1.343,5.493
-0.290,0.017,0.945,-1.343,0.427,5.798
-0.294,0.017,0.958,0.977,2.686,5.798
-0.297,0.015,0.971,2.197,4.028,5.005
-0.295,0.010,0.978,3.052,5.310,3.418
-0.293,0.002,0.983,3.479,5.920,2.014
-0.289,0.001,0.983,3.845,5.432,0.916
-0.286,-0.001,0.985,4.089,4.333,0.061
-0.287,-0.010,0.994,4.089,3.906,-0.916
-0.282,-0.019,1.002,3.845,4.578,-1.160
-0.274,-0.025,1.016,3.296,5.066,-0.732
-0.268,-0.031,1.024,2.319,6.104,0.244
-0.259,-0.041,1.025,1.770,8.423,1.404
-0.253,-0.049,1.025,2.075,11.780,3.052
-0.254,-0.041,1.018,3.662,15.259,4.028
-0.255,-0.042,1.016,6.470,20.020,4.578
-0.264,-0.038,1.029,9.521,24.841,4.639
-0.268,-0.032,1.041,11.047,27.283,4.211
-0.281,-0.025,1.038,8.667,23.743,3.540
-0.280,-0.019,1.033,4.517,16.602,2.869
-0.275,-0.017,1.032,1.282,9.644,2.441
-0.272,-0.007,1.033,-0.793,6.409,2.380
-0.262,-0.004,1.035,-1.160,7.629,2.563
-0.256,-0.006,1.036,-0.977,11.292,2.930
-0.254,-0.008,1.024,-1.465,14.160,3.601
-0.256,-0.013,1.012,-1.709,15.320,4.700
-0.262,-0.004,1.001,-1.404,15.808,5.432
-0.260,-0.004,0.997,-1.099,16.357,5.615
-0.259,-0.005,0.993,-0.793,16.052,5.188
-0.258,-0.014,0.991,-0.488,14.709,5.066
-0.262,-0.009,0.993,0.305,12.878,4.761
-0.254,-0.001,1.000,1.160,11.230,3.906
-0.250,0.001,1.000,0.366,8.728,2.869
-0.247,0.001,0.994,-1.343,6.042,1.831
-0.241,-0.003,0.987,-1.892,4.395,1.282
-0.235,-0.006,0.988,-1.831,3.296,0.916
-0.231,-0.012,0.992,-1.465,3.052,0.977
-0.229,-0.016,0.996,-0.854,3.479,1.099
-0.228,-0.021,1.001,0.000,4.700,1.465
-0.225,-0.026,1.006,1.038,6.165,1.404
-0.220,-0.032,1.010,1.404,7.202,1.709
-0.219,-0.040,1.014,1.648,8.545,2.075
-0.213,-0.036,1.020,1.953,9.277,2.136
-0.210,-0.037,1.020,1.831,8.789,2.502
-0.208,-0.035,1.016,-0.244,6.836,2.869
-0.209,-0.035,1.008,-2.686,3.967,2.991
-0.211,-0.033,1.000,-3.723,1.160,3.174

-1.315,0.477,-1.366,-48.950,-1407.898,495.850
-1.447,0.738,-1.134,40.833,-1317.871,408.813
-1.613,0.710,-0.617,146.790,-1213.684,278.931
-1.683,0.496,0.157,249.756,-1092.651,132.507
-1.378,0.253,0.847,305.542,-952.087,2.380
-0.906,0.047,1.366,299.561,-784.668,-79.224
-0.490,-0.024,1.780,255.615,-603.394,-86.853
-0.196,-0.161,1.932,210.693,-432.129,-34.668
-0.030,-0.146,1.832,168.579,-292.175,31.799
-0.211,-0.080,1.631,127.930,-189.697,86.792
-0.474,-0.123,1.460,93.994,-116.638,121.399
-0.635,-0.135,1.357,84.106,-78.918,126.831
-0.705,-0.102,1.307,91.125,-78.064,111.511
-0.586,-0.082,1.275,93.567,-105.408,90.576
-0.494,-0.058,1.329,82.458,-141.174,70.496
-0.354,-0.047,1.348,68.909,-162.964,53.223
-0.231,-0.102,1.330,59.082,-161.865,40.466
-0.180,-0.121,1.370,55.237,-139.709,32.593
-0.123,-0.203,1.313,58.411,-104.431,30.823
-0.133,-0.187,1.289,53.833,-76.965,35.400
-0.209,-0.170,1.210,41.748,-69.458,41.565
-0.262,-0.169,1.157,27.588,-75.073,44.739
-0.311,-0.125,1.112,18.311,-85.388,42.053
-0.331,-0.093,1.109,16.296,-93.384,35.339
-0.344,-0.072,1.130,18.250,-94.116,26.184
-0.338,-0.047,1.158,22.400,-84.717,17.029
-0.332,-0.015,1.205,26.978,-65.430,10.620
-0.319,0.002,1.223,28.259,-40.588,4.761
-0.290,0.001,1.215,24.292,-16.357,0.244
-0.267,-0.014,1.168,15.808,0.793,-1.587
-0.254,-0.019,1.103,6.470,6.042,-1.221
-0.245,-0.021,1.052,-4.028,5.432,-0.061
-0.225,-0.029,1.004,-10.986,2.380,0.549
-0.203,-0.036,0.958,-15.442,-1.404,0.549
-0.200,-0.017,0.931,-16.663,-4.578,-0.244
-0.171,-0.006,0.910,-16.174,-5.615,-1.099
-0.134,-0.014,0.891,-15.869,-4.700,-2.136
-0.112,-0.026,0.863,-14.771,-1.465,-1.953
-0.098,-0.029,0.848,-12.390,3.784,0.061
-0.101,-0.032,0.843,-9.705,9.460,3.113
-0.118,-0.024,0.847,-7.324,13.916,6.348
-0.153,-0.010,0.865,-4.578,16.418,9.399
-0.190,0.008,0.893,-2.625,17.029,11.597
-0.219,0.027,0.918,-2.380,16.296,12.573
-0.245,0.034,0.924,-3.784,10.742,12.390
-0.259,0.056,0.950,-6.897,3.357,11.841
-0.285,0.046,0.951,-8.362,-3.906,10.986
-0.289,0.046,0.971,-8.362,-8.057,9.338
-0.290,0.042,1.008,-5.066,-5.188,7.568
-0.285,0.031,1.041,0.244,3.906,5.615
-0.263,0.018,1.062,4.639,15.198,3.113
-0.236,-0.010,1.080,6.775,23.560,1.831
-0.218,-0.026,1.083,7.751,29.724,1.099
-0.206,-0.036,1.077,5.981,31.189,0.549
-0.187,-0.053,1.071,2.563,27.405,0.977
-0.180,-0.069,1.058,-1.526,20.264,1.038
-0.172,-0.084,1.053,-5.798,12.573,1.953
-0.169,-0.094,1.045,-8.728,6.714,3.845
-0.171,-0.091,1.037,-9.033,4.639,5.188
-0.175,-0.083,1.034,-7.141,7.080,5.676
-0.159,-0.068,1.022,-4.700,11.353,6.470
-0.165,-0.061,1.000,-4.456,13.794,7.446
-0.174,-0.054,0.991,-4.333,14.160,8.240
-0.187,-0.035,0.994,-3.235,12.756,8.545
-0.204,-0.020,1.002,-2.625,10.681,8.118
-0.217,-0.013,1.015,-3.601,7.812,6.897
-0.231,-0.010,1.022,-5.127,4.272,5.798
-0.233,-0.005,1.024,-6.165,1.282,4.944
-0.231,-0.003,1.024,-5.981,0.549,3.967
-0.225,-0.001,1.020,-4.761,2.075,3.113
-0.210,-0.000,1.013,-2.747,5.432,2.625
-0.197,-0.007,1.008,-0.366,9.705,2.747
-0.191,-0.016,1.005,1.160,14.038,3.296
-0.188,-0.021,1.004,2.197,16.907,3.540
-0.185,-0.022,1.004,2.258,18.188,3.784
-0.182,-0.021,1.001,0.854,16.235,3.540
-0.182,-0.020,0.992,-2.686,9.888,3.601
-0.181,-0.012,0.979,-5.493,3.662,3.418
-0.177,-0.008,0.974,-5.981,0.793,3.357
-0.179,-0.001,0.970,-4.700,1.160,2.869
-0.178,-0.001,0.975,-2.869,3.723,2.441
-0.179,-0.001,0.981,-1.038,5.981,2.502
